Date,GOOGL,META,NFLX,DIS,CMCSA,TMUS,XOM,CVX,COP,SLB,EOG,MPC,JPM,BAC,MS,GS,C,WFC,AAPL,MSFT,NVDA,AVGO,AMD,ORCL,UNH,JNJ,LLY,ABBV,PFE,MRK
2013-01-02,17.940263748168945,27.756256103515625,1.3144290447235107,45.040714263916016,13.10077953338623,15.371294975280762,51.6924934387207,63.153804779052734,37.72397232055664,50.207313537597656,43.99010467529297,21.746524810791016,31.200363159179688,9.346946716308594,14.127108573913574,102.17660522460938,30.369461059570312,24.067867279052734,16.581403732299805,22.144264221191406,0.29307687282562256,2.3591861724853516,2.5299999713897705,28.56446647644043,43.68215560913086,48.71416473388672,37.76576232910156,20.56107521057129,13.97928237915039,25.83465576171875
2013-01-03,17.950685501098633,27.52825927734375,1.3798569440841675,45.137672424316406,12.954530715942383,15.260368347167969,51.59928894042969,62.88491439819336,37.698490142822266,49.86980056762695,44.16793441772461,21.13840103149414,31.13745880126953,9.292558670043945,14.098304748535156,101.6178207397461,30.4725399017334,23.868724822998047,16.37211036682129,21.84761619567871,0.29330724477767944,2.371511220932007,2.490000009536743,28.25156021118164,41.63982391357422,48.6453857421875,37.92594909667969,20.391292572021484,13.946910858154297,26.453338623046875
2013-01-04,18.305402755737305,28.5096378326416,1.3711429834365845,46.00146484375,12.947732925415039,15.418835639953613,51.838172912597656,63.21676254272461,38.11900329589844,50.63627243041992,44.744144439697266,21.25051498413086,31.68937873840332,9.409104347229004,14.537522315979004,104.38836669921875,31.23821258544922,23.992324829101562,15.916069984436035,21.43873405456543,0.3029843270778656,2.3562867641448975,2.5899999141693115,28.49859046936035,41.71989822387695,49.20241928100586,39.329490661621094,20.13369369506836,14.006255149841309,26.228363037109375
2013-01-07,18.225528717041016,29.163896560668945,1.4171429872512817,44.92612075805664,12.88991641998291,15.149441719055176,51.237998962402344,62.78766632080078,37.698490142822266,50.77688980102539,44.811737060546875,20.469114303588867,31.72430992126465,9.393564224243164,14.256714820861816,104.1943359375,31.267667770385742,23.87559700012207,15.822441101074219,21.39864158630371,0.2942288815975189,2.343236207962036,2.6700000762939453,28.350379943847656,41.71989822387695,49.09925079345703,39.27609634399414,20.17466926574707,14.017053604125977,26.322099685668945
2013-01-08,18.189563751220703,28.80702781677246,1.3880000114440918,44.741031646728516,12.978337287902832,14.784968376159668,51.55847930908203,62.5073127746582,37.188804626464844,50.987850189208984,44.153717041015625,20.910768508911133,31.78719139099121,9.308097839355469,14.14870548248291,103.2553482055664,31.26030921936035,23.834396362304688,15.865032196044922,21.286392211914062,0.2877776324748993,2.3272864818573,2.6700000762939453,28.358604431152344,41.16727066040039,49.106143951416016,39.573577880859375,19.735578536987305,14.038630485534668,26.359603881835938
2013-01-09,18.309120178222656,30.32370948791504,1.3701430559158325,44.7586555480957,13.066771507263184,14.880048751831055,51.3603630065918,62.667510986328125,37.11233901977539,50.76987838745117,44.3280029296875,21.206342697143555,31.766244888305664,8.880765914916992,14.127108573913574,104.2409439086914,30.95108985900879,23.834396362304688,15.617072105407715,21.406660079956055,0.2813260555267334,2.3787622451782227,2.630000114440918,28.375078201293945,41.94416809082031,49.3261833190918,40.405006408691406,19.846818923950195,14.281415939331055,26.61581039428711
2013-01-10,18.392465591430664,31.027528762817383,1.399999976158142,44.76747131347656,13.093973159790039,15.418835639953613,51.919776916503906,63.199588775634766,37.271629333496094,51.50821304321289,44.85083770751953,21.332048416137695,32.24129104614258,9.152703285217285,14.645535469055176,106.60790252685547,31.5327205657959,24.308197021484375,15.810664176940918,21.2142391204834,0.2817869782447815,2.430237054824829,2.619999885559082,28.7456111907959,42.53684997558594,49.64250183105469,40.618587493896484,19.905366897583008,14.43787956237793,26.734554290771484
2013-01-11,18.355506896972656,31.443872451782227,1.4470000267028809,44.58237075805664,13.080373764038086,15.117749214172363,52.216941833496094,63.920433044433594,37.125091552734375,51.85979461669922,44.68367004394531,21.060256958007812,32.23430633544922,9.036158561706543,14.523125648498535,106.42164611816406,31.171953201293945,24.10219955444336,15.713716506958008,21.510883331298828,0.2813260555267334,2.48968768119812,2.6700000762939453,28.70444107055664,42.304569244384766,49.75253677368164,40.511810302734375,20.053470611572266,14.308390617370605,27.01576805114746
2013-01-14,17.940263748168945,30.680578231811523,1.477856993675232,44.59119415283203,13.236822128295898,15.070208549499512,52.19947814941406,64.56116485595703,37.25250244140625,51.170692443847656,44.338680267333984,21.274290084838867,32.052669525146484,8.911844253540039,14.451125144958496,105.6456069946289,31.08361053466797,23.87559700012207,15.15347957611084,21.558990478515625,0.2810956835746765,2.5063636302948,2.640000104904175,28.78679084777832,42.737064361572266,49.89694595336914,40.275333404541016,20.195646286010742,14.427095413208008,27.084514617919922
2013-01-15,17.9819393157959,29.837974548339844,1.452713966369629,45.03190612792969,13.332050323486328,15.181134223937988,52.170345306396484,64.8987045288086,37.60929870605469,51.04411697387695,44.55591583251953,21.831457138061523,32.38100814819336,8.973999977111816,14.710339546203613,105.22652435302734,31.341289520263672,24.109073638916016,14.675402641296387,21.815547943115234,0.27602678537368774,2.4556124210357666,2.680000066757202,28.572696685791016,42.945308685302734,49.76629638671875,40.649112701416016,20.497785568237305,14.362349510192871,26.790802001953125
