mode,period,max_lag,threshold,n_edges,density
log_price,0,2,0.0911610169187253,9,0.010344827586206896
log_price,0,2,0.09622551785865449,6,0.006896551724137931
log_price,0,2,0.10129001879858367,2,0.0022988505747126436
log_price,0,2,0.10635451973851286,0,0.0
log_price,0,2,0.11141902067844203,0,0.0
log_price,0,2,0.11648352161837122,0,0.0
log_price,0,2,0.1215480225583004,0,0.0
log_price,0,3,0.0,822,0.9448275862068966
log_price,0,3,0.0050645009399291835,784,0.9011494252873563
log_price,0,3,0.010129001879858367,725,0.8333333333333334
log_price,0,3,0.015193502819787551,657,0.7551724137931034
log_price,0,3,0.020258003759716734,570,0.6551724137931034
log_price,0,3,0.025322504699645917,484,0.5563218390804597
log_price,0,3,0.030387005639575103,387,0.44482758620689655
log_price,0,3,0.035451506579504286,297,0.3413793103448276
log_price,0,3,0.04051600751943347,220,0.25287356321839083
log_price,0,3,0.04558050845936265,159,0.18275862068965518
log_price,0,3,0.050645009399291833,103,0.11839080459770115
log_price,0,3,0.055709510339221016,60,0.06896551724137931
log_price,0,3,0.060774011279150206,36,0.041379310344827586
log_price,0,3,0.06583851221907938,11,0.01264367816091954
log_price,0,3,0.07090301315900857,4,0.004597701149425287
log_price,0,3,0.07596751409893775,2,0.0022988505747126436
log_price,0,3,0.08103201503886694,0,0.0
log_price,0,3,0.08609651597879613,0,0.0
log_price,0,3,0.0911610169187253,0,0.0
log_price,0,3,0.09622551785865449,0,0.0
log_price,0,3,0.10129001879858367,0,0.0
log_price,0,3,0.10635451973851286,0,0.0
log_price,0,3,0.11141902067844203,0,0.0
log_price,0,3,0.11648352161837122,0,0.0
log_price,0,3,0.1215480225583004,0,0.0
log_price,1,1,0.0,869,0.9988505747126437
log_price,1,1,0.0050645009399291835,867,0.996551724137931
log_price,1,1,0.010129001879858367,863,0.9919540229885058
log_price,1,1,0.015193502819787551,852,0.9793103448275862
log_price,1,1,0.020258003759716734,838,0.9632183908045977
log_price,1,1,0.025322504699645917,810,0.9310344827586207
log_price,1,1,0.030387005639575103,772,0.8873563218390804
log_price,1,1,0.035451506579504286,724,0.832183908045977
log_price,1,1,0.04051600751943347,663,0.7620689655172413
log_price,1,1,0.04558050845936265,578,0.664367816091954
log_price,1,1,0.050645009399291833,484,0.5563218390804597
log_price,1,1,0.055709510339221016,379,0.435632183908046
log_price,1,1,0.060774011279150206,290,0.3333333333333333
log_price,1,1,0.06583851221907938,217,0.24942528735632183
log_price,1,1,0.07090301315900857,156,0.1793103448275862
log_price,1,1,0.07596751409893775,101,0.11609195402298851
log_price,1,1,0.08103201503886694,71,0.08160919540229886
log_price,1,1,0.08609651597879613,45,0.05172413793103448
log_price,1,1,0.0911610169187253,27,0.03103448275862069
log_price,1,1,0.09622551785865449,12,0.013793103448275862
log_price,1,1,0.10129001879858367,7,0.008045977011494253
log_price,1,1,0.10635451973851286,4,0.004597701149425287
log_price,1,1,0.11141902067844203,1,0.0011494252873563218
log_price,1,1,0.11648352161837122,1,0.0011494252873563218
log_price,1,1,0.1215480225583004,1,0.0011494252873563218
log_price,1,2,0.0,866,0.9954022988505747
log_price,1,2,0.0050645009399291835,863,0.9919540229885058
log_price,1,2,0.010129001879858367,846,0.9724137931034482
log_price,1,2,0.015193502819787551,831,0.9551724137931035
log_price,1,2,0.020258003759716734,792,0.9103448275862069
log_price,1,2,0.025322504699645917,730,0.8390804597701149
log_price,1,2,0.030387005639575103,679,0.7804597701149425
log_price,1,2,0.035451506579504286,589,0.6770114942528735
log_price,1,2,0.04051600751943347,497,0.5712643678160919
log_price,1,2,0.04558050845936265,405,0.46551724137931033
log_price,1,2,0.050645009399291833,301,0.34597701149425286
log_price,1,2,0.055709510339221016,204,0.23448275862068965
log_price,1,2,0.060774011279150206,144,0.16551724137931034
log_price,1,2,0.06583851221907938,101,0.11609195402298851
log_price,1,2,0.07090301315900857,61,0.07011494252873564
log_price,1,2,0.07596751409893775,34,0.03908045977011494
log_price,1,2,0.08103201503886694,21,0.02413793103448276
log_price,1,2,0.08609651597879613,5,0.005747126436781609
log_price,1,2,0.0911610169187253,2,0.0022988505747126436
log_price,1,2,0.09622551785865449,0,0.0
log_price,1,2,0.10129001879858367,0,0.0
log_price,1,2,0.10635451973851286,0,0.0
log_price,1,2,0.11141902067844203,0,0.0
log_price,1,2,0.11648352161837122,0,0.0
log_price,1,2,0.1215480225583004,0,0.0
log_price,1,3,0.0,790,0.9080459770114943
log_price,1,3,0.0050645009399291835,735,0.8448275862068966
log_price,1,3,0.010129001879858367,645,0.7413793103448276
log_price,1,3,0.015193502819787551,554,0.6367816091954023
log_price,1,3,0.020258003759716734,466,0.535632183908046
log_price,1,3,0.025322504699645917,376,0.432183908045977
log_price,1,3,0.030387005639575103,290,0.3333333333333333
log_price,1,3,0.035451506579504286,211,0.2425287356321839
log_price,1,3,0.04051600751943347,148,0.17011494252873563
log_price,1,3,0.04558050845936265,110,0.12643678160919541
log_price,1,3,0.050645009399291833,70,0.08045977011494253
log_price,1,3,0.055709510339221016,38,0.04367816091954023
