Date,GOOGL,META,NFLX,DIS,CMCSA,TMUS,XOM,CVX,COP,SLB,EOG,MPC,JPM,BAC,MS,GS,C,WFC,AAPL,MSFT,NVDA,AVGO,AMD,ORCL,UNH,JNJ,LLY,ABBV,PFE,MRK
2013-01-02,-2.1832211673788873,-1.7376075585706523,-3.083879612926135,-2.1325182989360845,-2.092966626915939,-2.3951622965370793,-0.6951959279952746,-0.4051045104508001,-0.6300696832155134,-1.5466455708171556,-1.7870923553697944,-2.1120510308878035,-2.5059297379767793,-1.9256193549230936,-2.5606410918702367,-2.519834822980263,-2.084854474893059,-2.2406417680545943,-0.7005453800968051,-2.0322691447647347,-1.5300896486201512,-1.6053463100379726,-0.5741244488217301,-1.0042011531986197,-1.8172409662743023,-2.969715713512209,-1.5385064698745323,-2.43627031567073,-2.381980103893712,-2.382761043902783
2013-01-03,-2.1801944698119553,-1.7556319571370678,-2.98320119411309,-2.1235617418698713,-2.165461731474102,-2.423651927849353,-0.719903932287025,-0.44180394247773663,-0.6336913959661692,-1.5983560456500612,-1.7635506402584025,-2.2920797142999603,-2.522914205988663,-1.9722120945291968,-2.572076899895337,-2.5680639671137806,-2.047050806906949,-2.2920736528629595,-0.7480214139298581,-2.09471292014794,-1.527362160993567,-1.5955656997418535,-0.6334623706637517,-1.1075659602073111,-1.9897031627724202,-2.9817382974320337,-1.5179920715984125,-2.4785536827021843,-2.4058673389077088,-2.195859820016681
2013-01-04,-2.0782113217661444,-1.679084253883492,-2.996330996164997,-2.0446073116114403,-2.168851250480796,-2.3830151642246067,-0.6566661869233715,-0.3965343136924058,-0.5742357957026987,-1.4814240081163976,-1.6879159285244671,-2.258503352434169,-2.3750494241951356,-1.8727014578668164,-2.400182836540916,-2.331489587930255,-1.7701832425205641,-2.26010160331574,-0.8536067181428982,-2.18218586033143,-1.4146841276392133,-1.6076545751516071,-0.48685383199813376,-1.025868080887178,-1.9827835359393098,-2.8848535416564953,-1.341865930845664,-2.543384239470728,-2.362118863731229,-2.2633132459697722
2013-01-07,-2.1010020801774867,-1.6295021884204801,-2.9279411431692046,-2.1431288227184937,-2.197751897688631,-2.4523494056863497,-0.8161035919587629,-0.4551154725064872,-0.6336913959661692,-1.4601638685104223,-1.6791074623990696,-2.4963020147257944,-2.36577785995623,-1.8858986943733336,-2.5094711523623214,-2.347852057524176,-1.7596682639639638,-2.2902916604226364,-0.8756582831901423,-2.1908525590302217,-1.51647183298754,-1.6180796184180664,-0.3735861812792497,-1.0747988829428334,-1.9827835359393098,-2.9027145851181753,-1.348450411315369,-2.5330165301389345,-2.354178205121163,-2.235138558119594
2013-01-08,-2.1112967296372585,-1.6564074239631221,-2.971006319219012,-2.160324018839578,-2.1536052878341825,-2.548142946709788,-0.7307363950583365,-0.4936065890822994,-0.7066504187895681,-1.4283786357162218,-1.7654292965289706,-2.36080339342648,-2.349113327308355,-1.958872348321402,-2.5520818873585775,-2.4274691906188437,-1.7622942076693826,-2.300982896753459,-0.8656110537600047,-2.2152039029763655,-1.5934290082387836,-1.6308997043867997,-0.3735861812792497,-1.0720769220873152,-2.030811841374584,-2.9015200377222694,-1.3118789768441317,-2.6452287566156762,-2.338329922084395,-2.223893909213602
2013-01-09,-2.07715303898435,-1.5442806213260432,-2.997842975645186,-2.158683657345095,-2.10975182981704,-2.5229274532533483,-0.7834463089580785,-0.47159110135654353,-0.7176822839787526,-1.4612225386541684,-1.7424411337567023,-2.271711060608192,-2.354660800237621,-2.334093778749553,-2.5606410918702367,-2.343918863185635,-1.8732034573767393,-2.300982896753459,-0.9244875391414014,-2.1891179209867304,-1.6721351185565625,-1.5898353307445168,-0.42978914491282294,-1.0666271674903156,-1.963473699770598,-2.863476240472726,-1.2111053993326115,-2.6165662378617327,-2.1616636426304567,-2.147502422110835
2013-01-10,-2.0534823549414463,-1.494139977939819,-2.9531652205879366,-2.157863363877268,-2.0963225306622126,-2.3830151642246067,-0.6351306043614247,-0.39887126529827416,-0.6947266738606412,-1.3505348373193093,-1.6740180481914428,-2.2341964440907813,-2.229739824755247,-2.093286021333925,-2.358706090414048,-2.146452053762325,-1.6654922900586093,-2.1791362898161846,-0.8784412301804992,-2.2309246657190847,-1.6664525066779956,-1.5496508715256492,-0.44397378892725087,-0.9448784377063724,-1.9129360278357848,-2.8090825171935623,-1.1855529748502491,-2.601545060234529,-2.0493950655669617,-2.112346346019984
2013-01-11,-2.063965620145629,-1.4650120095691535,-2.8847296289390885,-2.175120692864359,-2.1030329830948893,-2.4605870741090783,-0.5569927873332973,-0.3013230012467552,-0.7158408689667579,-1.2983838157187344,-1.6958080546929408,-2.315588119829552,-2.2315631986846807,-2.195601414015805,-2.405734377676934,-2.161831047401025,-1.7938729503041835,-2.2318179072038826,-0.9014295401731367,-2.1666302618303335,-1.6721351185565625,-1.5042859022952928,-0.3735861812792497,-0.9583282644131165,-1.9326580724564675,-2.7902422701912766,-1.1983107504598753,-2.563743658366513,-2.1422208115512738,-2.0297073118942075
2013-01-14,-2.1832211673788873,-1.5187132469235933,-2.840997923032969,-2.1742964435248964,-2.026253614751125,-2.4729765111622637,-0.5615724503246248,-0.21553503804862434,-0.6974778959181109,-1.4009361448242843,-1.7410357415251196,-2.2514058532754864,-2.2791191328837677,-2.3062026228815817,-2.4335815472254123,-2.2261988040098615,-1.8255365369534724,-2.2902916604226364,-1.0371161875382373,-2.1562871833689985,-1.674978812747517,-1.4917554487888878,-0.41565867018000224,-0.9314447515055418,-1.89602284004694,-2.765579573801117,-1.2266852054639032,-2.5277170349070346,-2.0570939720187913,-2.009635920076831
2013-01-15,-2.1711282261525753,-1.5795681969666073,-2.8765616848005973,-2.133332909878155,-1.9799620037962469,-2.444128952402392,-0.5692156354694027,-0.17068342736854422,-0.6463872411931856,-1.4199231790464866,-1.7125156139035331,-2.087309205901536,-2.1933491145246617,-2.2507117736934834,-2.3339680752058753,-2.26115607215855,-1.7334298640765422,-2.2300526844962003,-1.1569316493204427,-2.10151393625024,-1.7381458114638564,-1.530153429108001,-0.35966700365358745,-1.0014977108131589,-1.878515178856652,-2.7878892727874733,-1.1819119763723487,-2.4519912698927233,-2.1034380295099813,-2.095747755042708
2013-01-16,-2.2416269253338212,-1.5977939875315985,-2.9641922642734304,-2.0976157584831565,-1.9832606022285457,-2.548142946709788,-0.5783926928108586,-0.13059226724656978,-0.6600244383630416,-1.3536746974837355,-1.6999313574567798,-2.0400733848690833,-2.108439511751731,-2.093286021333925,-2.3038815437306654,-1.9114521584035962,-1.7570442989945154,-2.2335821634200546,-1.0049248235020534,-2.130529717172492,-1.7064197453036472,-1.4922986860853324,-0.30450487306489005,-1.017738845072672,-1.8758293775451356,-2.7632366372063384,-1.2147656555637403,-2.3152992838703583,-2.1073117984581793,-2.156777168045172
2013-01-17,-2.2699048391441985,-1.5766662592541416,-2.959519766779575,-2.0270863489913475,-1.8575761768621672,-2.514558584142437,-0.4671445886441923,-0.07267794976349987,-0.6364098300783492,-1.3379876736964122,-1.6692955681003179,-1.9776307196904792,-2.1770222168397537,-2.43956555459583,-2.2468870021632035,-1.9164424232153916,-2.087560896349035,-2.2441768006464478,-1.0301925791728606,-2.09471292014794,-1.6607806484359313,-1.4787685989608859,-0.27722727302650446,-1.023159646011861,-1.826498035433707,-2.725800213039321,-1.1782750745513193,-2.19057232754286,-2.0224764566426243,-2.117886407263135
2013-01-18,-2.3200405694182376,-1.6117477485351859,-2.9285686894184084,-2.0326540868090768,-1.8060585462847352,-2.5187406671441703,-0.3763738286032189,-0.03527423088676784,-0.6246406156876545,-1.0177159390225605,-1.6342104718028172,-1.995131386524316,-2.173398424761504,-2.539279296418457,-1.8231727208623727,-1.7044625228461043,-1.9745116735677568,-2.2618729557387516,-1.050173636265427,-2.09471292014794,-1.6835224239238331,-1.498827854954925,-0.6785947504333015,-0.8912704564389963,-1.8159201534703306,-2.6873654911969815,-1.1384513984910878,-2.066087607053507,-2.134453254169042,-2.075511401720129
2013-01-22,-2.3321868052916717,-1.5343021621406443,-2.957186755110886,-2.0017333150090795,-1.880247811750475,-2.5103806913820894,-0.3582924589803832,0.014586184178024457,-0.5608164715584505,-0.8688509169815631,-1.6475735231275022,-1.8118581112049403,-2.158920815011545,-2.3901735621684184,-1.6749356029718827,-1.6136082749282725,-1.9424265206605793,-2.242409032006157,-1.0146856287933295,-2.111734025502335,-1.7006807762042004,-1.498827854954925,-0.6937612712533281,-0.9395032776268654,-1.7208059331658925,-2.7503464193638973,-1.168287303257765,-2.19057232754286,-2.080240968358368,-2.0351880113528673
2013-01-23,-2.0533429149916262,-1.5279113572051697,-2.8448075662148278,-1.9064632367189929,-1.8495004526039982,-2.4605870741090783,-0.39145989938858805,-0.052460120944733284,-0.5993813785344246,-0.8521602998424341,-1.7288613161615547,-1.7675607567202998,-2.2151640558900083,-2.3410801023366035,-1.75103756572852,-1.63714260292772,-1.8785158908421613,-2.258327313855305,-0.9468888609477522,-2.033945594277363,-1.6949520199190475,-1.4999176933572296,-0.2908410935266179,-1.0042011531986197,-1.7278842806445482,-2.731633685566164,-1.2635411708272266,-2.000916698960715,-2.091831603979532,-2.1049635737903074
2013-01-24,-1.9647649712973128,-1.509553826034158,-2.1147995975706926,-1.9064632367189929,-1.9176643042769572,-2.3830151642246067,-0.2936957860077199,-0.01589577823038507,-0.5225286601589293,-0.8668842049918053,-1.7176472310654847,-1.6678467057569673,-2.18971828683397,-2.2645477331362125,-1.7683631659519414,-1.6734679561744044,-1.6733138229224962,-2.2212443833741555,-1.4398106364038792,-2.0305933020444655,-1.6778252067738,-1.526831158102546,-0.20989495359184854,-0.9368159185201843,-1.7079694391104898,-2.7024881513239043,-1.193749536434069,-2.0469931825082117,-2.0148006506417158,-2.071835488852656
2013-01-25,-1.9684969139506092,-1.4774478755402847,-1.8169200482317494,-1.8733968509533805,-1.8883648358186724,-2.391109245655587,-0.23685848104284551,0.036079003127533225,-0.4651681750637228,-0.7218543414817217,-1.7045913946849325,-1.6659990145102666,-2.047547614331879,-2.20246923049939,-1.7436245672953514,-1.7038556128453892,-1.6446771295527765,-2.2247683528691993,-1.5289739862677958,-1.988888029472851,-1.6157352718909201,-1.5141499832964815,-0.1306712017195021,-0.8193785896338274,-1.7195197027181783,-2.607566519206626,-1.1891944329765343,-2.0279704253926707,-1.9573940926253282,-1.987799339340751
2013-01-28,-1.9888679174286963,-1.4139440051704961,-1.910043056433643,-1.8749292621944613,-1.9192991602012848,-2.3709059124917573,-0.329708928296404,0.024228322170026597,-0.4924466693709395,-0.7440673140407253,-1.7546474763194526,-1.6678467057569673,-2.140855308078027,-2.2992467388580695,-1.8407291557143926,-1.7227487048366052,-1.7938729503041835,-2.2300526844962003,-1.4453726379398524,-1.9839087686349515,-1.5602392991252692,-1.496648463481506,-0.17007237240938416,-0.7770376023532403,-1.7343334710500327,-2.6421722075510723,-1.2413947139015133,-2.125183577951568,-2.018634446089406,-2.084702499963489
2013-01-29,-1.9684272577339081,-1.5300396860904673,-1.8223055325846973,-1.9033763668595542,-1.9948071771661546,-2.37493794642847,-0.23237734880962804,0.11051577342783646,-0.4127559762061617,-0.6795476220526027,-1.627312439415063,-1.3680709366689414,-2.0546900904462486,-2.2922934981892094,-1.7708442264936015,-1.544585061411207,-1.8414038068608598,-2.201908079511116,-1.3758973842932465,-1.9673487517039931,-1.6353702599834183,-1.4917554487888878,-0.27722727302650446,-0.7138824867045924,-1.704127974077751,-2.5513447732381076,-1.0891278070575627,-2.067452442688278,-1.6936729416965575,-1.9515355478155145
2013-01-30,-1.9673915636766206,-1.4983328003011267,-1.8397809509902778,-1.9188339797207035,-2.0080319067079273,-2.314881882431328,-0.3959874813091619,0.05456177349598846,-0.4625336233062917,-0.8101054964161185,-1.6558832320094856,-1.2874478437753272,-2.0529017092383777,-2.3690970247916416,-1.6749356029718827,-1.5415938274923415,-1.897112473161473,-2.2107523553335837,-1.3876595254993689,-1.9938734419195785,-1.6410018101617343,-1.4658723946698438,-0.4015816188666481,-0.8193785896338274,-1.716950760280174,-2.588020491603334,-1.104319802619204,-2.1196585481383976,-1.6749305769749534,-1.98053479922318
2013-01-31,-1.9545470423190916,-1.5165963226964614,-1.8704085021448829,-1.9118706027054009,-2.1671567441128423,-2.263564581962119,-0.5021002006827838,-0.04199444913131312,-0.7407355277576237,-0.8639390791009979,-1.718112283492899,-1.1735273553342747,-2.0671949942652197,-2.4113024232074536,-1.7067222176001238,-1.4992581414659343,-1.8387441002860778,-2.2355846473127623,-1.3986391508248297,-2.060854078005273,-1.6579489233225702,-1.4277053061309322,-0.47250554484632173,-0.7849621139548965,-1.7732640020505663,-2.607566519206626,-1.1456678941066107,-2.1529060370261996,-1.761436303350599,-2.0260498651232193
2013-02-01,-1.8190123563300349,-1.6065965320642457,-1.8759339238814283,-1.8573441128367971,-2.0795712142234875,-2.318856868524082,-0.4914480602695331,0.058257701544360524,-0.6654883927731917,-0.7035566812140743,-1.551497456477695,-1.0047264667814113,-1.9253035649151806,-2.1408705287819667,-1.534902721331124,-1.3787489932268115,-1.6134514561891056,-2.182497371246574,-1.4140148539807682,-1.9805928911174135,-1.6269427505969456,-1.402167057633721,-0.47250554484632173,-0.601776562523764,-1.7369148460412833,-2.577689657192709,-1.0998452554443097,-2.0852551225692912,-1.6300815018951074,-2.289702537495455
2013-02-04,-1.9316324568841743,-1.7290392261071068,-1.7545528148961704,-1.910325211188122,-2.148531762655788,-2.314881882431328,-0.6274525537401389,-0.038262780261388525,-0.7379642292030468,-0.7276437838097665,-1.6112453976096643,-0.9557764454649919,-1.955258295561677,-2.2992467388580695,-1.687096524565762,-1.519507256233137,-1.8255221603887275,-2.248040459770105,-1.5082992310149053,-2.0625405100990433,-1.6863776813496574,-1.4589235508748657,-0.5888705109210356,-0.8859246687651463,-1.738206689207487,-2.5857233833857403,-1.1583232400567016,-2.0715557486807046,-1.8030663840970638,-2.4769303376125356
2013-02-05,-1.8856930142885893,-1.6882212593635069,-1.7587081104341358,-1.8802968137529965,-1.9733790866974146,-2.3588326146911807,-0.5371422927466692,0.007161030785968597,-0.7666725379979941,-0.6594358194012063,-1.5415235524665727,-0.9657018316061037,-1.7615839620685443,-2.02579508599045,-1.5611804294260831,-1.346537259241929,-1.63941897530912,-2.232032961791593,-1.3794059015645326,-2.052427914886015,-1.607354518678976,-1.4466925393277132,-0.47250554484632173,-0.7928896471626472,-1.6100135884164157,-2.522803548842515,-1.1087966924253831,-2.0825114193087653,-1.6749305769749534,-2.365584902507371
2013-02-06,-1.8556276688187006,-1.6571595006182245,-1.6429210252202917,-1.8626877133703397,-2.0578586090194264,-2.3951622965370793,-0.5295139924165918,0.014586184178024457,-0.7787575991853765,-0.7974343863186676,-1.5031459943077674,-0.8744777132577194,-1.792690365889437,-1.9922652406264658,-1.5635758372395683,-1.3074579898305798,-1.6056771332991577,-2.2107523553335837,-1.3834072122870182,-2.079445550851436,-1.6353702599834183,-1.4345388060375903,-0.47250554484632173,-0.8939429444604865,-1.6344091650381833,-2.4400079362600153,-1.124051011666859,-2.090742099079186,-1.74633855678467,-2.430667334770469
2013-02-07,-1.8301114252903636,-1.6874585648266336,-1.6706405237464799,-1.8749292621944613,-2.076224471049827,-2.3628532540678844,-0.6791802409886418,-0.051713147749176035,-0.77503544470667,-0.8688509169815631,-1.4986469131475468,-0.774901579406112,-1.8587386158445967,-2.0527253536651022,-1.633477172237876,-1.3576528608132887,-1.6524267831576271,-2.2658737754062157,-1.2738965462395533,-2.0896169899578503,-1.649463928477258,-1.4706984912466852,-0.5157173555180304,-1.0394364595213157,-1.6551848265204234,-2.4773396800703362,-1.1375508239535121,-2.19057232754286,-1.8830119961675664,-2.4479822341842694
2013-02-08,-1.7537715545886678,-1.6950989882020342,-1.681947569626875,-1.8520057100760718,-2.054524498637182,-2.314881882431328,-0.6234407631583617,-0.005471499907922298,-0.7527627374714313,-0.7644026628904601,-1.342911743105782,-0.584205865105324,-1.7892273655893498,-2.106851608909911,-1.5803705222790243,-1.2795690103033683,-1.701981554223871,-2.2267043568916516,-1.2203213087480214,-2.0440182580746495,-1.6269427505969456,-1.451468287227369,-0.48685383199813376,-0.9475649928075457,-1.6118830819065406,-2.429857641367642,-1.1429612949242784,-2.214430196414066,-1.9136283718344358,-2.413386801862557
