mode,gauss_di,gauss_p,te,n_obs,skipped_reason,period,max_lag,source,target,te_threshold,te_sig,te_pvalue,gauss_fdr,gauss_sig_raw,gauss_sig_fdr
log_price,7.078149041657675e-05,0.7789578053331523,0.07376265085144573,560,,0,1,GOOGL,META,0.07733139472509098,False,0.07641196013289037,0.9561165491319121,False,False
log_price,0.0017704053193550555,0.16039878532037774,0.02075695651966636,560,,0,1,GOOGL,NFLX,0.07733139472509098,False,0.8604651162790697,0.6409411881810702,False,False
log_price,0.0023252536377466144,0.10767559479060021,0.05255740459929181,560,,0,1,GOOGL,DIS,0.07733139472509098,False,0.2691029900332226,0.5891683488542275,False,False
log_price,6.977346235619082e-05,0.7804968109978727,0.03278867930248741,560,,0,1,GOOGL,CMCSA,0.07733139472509098,False,0.6411960132890365,0.9561165491319121,False,False
log_price,0.0005885245333259567,0.41832070817109235,0.08292917689611623,560,,0,1,GOOGL,TMUS,0.07733139472509098,True,0.03322259136212625,0.8201752801362365,False,False
log_price,0.0012756933673235258,0.23342849522199996,0.08160029042687689,560,,0,1,GOOGL,XOM,0.07733139472509098,True,0.03986710963455149,0.6895062845577303,False,False
log_price,0.0046970651467369935,0.02222812891116495,0.052324161656767565,560,,0,1,GOOGL,CVX,0.07733139472509098,False,0.2691029900332226,0.4270839040780127,True,False
log_price,0.003442734004515843,0.05028990528660103,0.0619117424868898,560,,0,1,GOOGL,COP,0.07733139472509098,False,0.1461794019933555,0.5028437724977184,False,False
log_price,0.003157683304006541,0.060833841415474335,0.07573604250352939,560,,0,1,GOOGL,SLB,0.07733139472509098,False,0.0664451827242525,0.5292544203146268,False,False
log_price,0.0005078224914423539,0.45216995633663637,0.054157924651072165,560,,0,1,GOOGL,EOG,0.07733139472509098,False,0.2558139534883721,0.845579125123707,False,False
log_price,6.338879862041979e-05,0.7905351031899384,0.017264131459318266,560,,0,1,GOOGL,MPC,0.07733139472509098,False,0.8803986710963455,0.9561728136382028,False,False
log_price,0.0010844468903420128,0.27192905071555556,0.06315725174624576,560,,0,1,GOOGL,JPM,0.07733139472509098,False,0.14285714285714285,0.7147379882855992,False,False
log_price,7.06018812329374e-07,0.9776365402139765,0.062375165571086244,560,,0,1,GOOGL,BAC,0.07733139472509098,False,0.14285714285714285,0.9956421884985611,False,False
log_price,0.0027918074331340767,0.0779428234026842,0.030369456038720433,560,,0,1,GOOGL,MS,0.07733139472509098,False,0.6843853820598007,0.5466418602328155,False,False
log_price,0.000806558786162801,0.3433990677219996,0.040562893206340433,560,,0,1,GOOGL,GS,0.07733139472509098,False,0.4684385382059801,0.7738478897399319,False,False
log_price,0.0013328927501688598,0.2232260747048209,0.01834109294703179,560,,0,1,GOOGL,C,0.07733139472509098,False,0.867109634551495,0.6854772824648784,False,False
log_price,1.598283207672593e-05,0.8938967900679867,0.08149105530092782,560,,0,1,GOOGL,WFC,0.07733139472509098,True,0.03986710963455149,0.9780298995578665,False,False
log_price,0.00045161416918852406,0.47833944106008397,0.049535023556615876,560,,0,1,GOOGL,AAPL,0.07733139472509098,False,0.3089700996677741,0.856541709102821,False,False
log_price,0.0019394885451250706,0.14176898966792117,0.049294898199945036,560,,0,1,GOOGL,MSFT,0.07733139472509098,False,0.3089700996677741,0.6259747156261236,False,False
log_price,0.001697605315394754,0.1692655536080947,0.05632489643770122,560,,0,1,GOOGL,NVDA,0.07733139472509098,False,0.20930232558139536,0.6409411881810702,False,False
log_price,0.00020386528045681948,0.6338304081069741,0.05971954672192248,560,,0,1,GOOGL,AVGO,0.07733139472509098,False,0.16279069767441862,0.9130233805247402,False,False
log_price,0.0007966734410527589,0.3463736889601432,0.11082903081822493,560,,0,1,GOOGL,AMD,0.07733139472509098,True,0.006644518272425249,0.7746660909905516,False,False
log_price,0.0002447332725906383,0.6017341932783253,0.07242379783901054,560,,0,1,GOOGL,ORCL,0.07733139472509098,False,0.08970099667774087,0.9041601867912661,False,False
log_price,8.478735945907508e-06,0.9226125288279063,0.06724355582387576,560,,0,1,GOOGL,UNH,0.07733139472509098,False,0.11627906976744186,0.9799545566813205,False,False
log_price,0.0014627961489439329,0.20196699878618996,0.03323024499469751,560,,0,1,GOOGL,JNJ,0.07733139472509098,False,0.6378737541528239,0.6655730641817623,False,False
log_price,3.10675508570026e-05,0.8524822936911315,0.0626019737864072,560,,0,1,GOOGL,LLY,0.07733139472509098,False,0.14285714285714285,0.9757480113989538,False,False
log_price,1.3380963985266744e-05,0.9028697492797094,0.05742490511684939,560,,0,1,GOOGL,ABBV,0.07733139472509098,False,0.19269102990033224,0.9780298995578665,False,False
log_price,0.0001811171534073122,0.6534457322582103,0.06350531070702892,560,,0,1,GOOGL,PFE,0.07733139472509098,False,0.1362126245847176,0.9249114570396514,False,False
log_price,8.326397234449122e-05,0.7608063018629874,0.05008708603412648,560,,0,1,GOOGL,MRK,0.07733139472509098,False,0.3089700996677741,0.949225796477314,False,False
log_price,0.0027431573442705565,0.08058137801189007,0.039190000281593695,560,,0,1,META,GOOGL,0.07733139472509098,False,0.5049833887043189,0.5466418602328155,False,False
log_price,0.00026159626911413067,0.5894801926591675,0.05321479837110332,560,,0,1,META,NFLX,0.07733139472509098,False,0.2691029900332226,0.9034765493724904,False,False
log_price,0.0003627215450103075,0.5251798288962359,0.016859230654249657,560,,0,1,META,DIS,0.07733139472509098,False,0.8837209302325582,0.8719588762208498,False,False
log_price,0.004619678325588052,0.023357662444127507,0.04179292622070108,560,,0,1,META,CMCSA,0.07733139472509098,False,0.44518272425249167,0.4270839040780127,True,False
log_price,0.00034033717420263454,0.5382485986580887,0.06463731898202574,560,,0,1,META,TMUS,0.07733139472509098,False,0.1362126245847176,0.8868868955161688,False,False
log_price,0.0005680641668192508,0.4265291038850627,0.03946061101253617,560,,0,1,META,XOM,0.07733139472509098,False,0.4950166112956811,0.8221536707912466,False,False
log_price,0.0030984963035244006,0.06330424476754255,0.06232796679278474,560,,0,1,META,CVX,0.07733139472509098,False,0.14285714285714285,0.5340973396275089,False,False
log_price,0.0012414133977031348,0.23981282073036717,0.083153059084913,560,,0,1,META,COP,0.07733139472509098,True,0.03322259136212625,0.6954571801180648,False,False
log_price,0.0007509368702405133,0.36060270530966365,0.02878818615803458,560,,0,1,META,SLB,0.07733139472509098,False,0.707641196013289,0.7882521447723804,False,False
log_price,4.577038343503917e-05,0.8214313675706157,0.044902315426525785,560,,0,1,META,EOG,0.07733139472509098,False,0.3687707641196013,0.9670436938923351,False,False
log_price,0.0012845850755140158,0.23180621563836112,0.03172649207497713,560,,0,1,META,MPC,0.07733139472509098,False,0.6478405315614618,0.6895062845577303,False,False
log_price,0.004235027908076563,0.029925080555901,0.02378126472889952,560,,0,1,META,JPM,0.07733139472509098,False,0.8106312292358804,0.43550214954465144,True,False
log_price,0.00010617319946179532,0.7310269123152249,0.07841046293413068,560,,0,1,META,BAC,0.07733139472509098,True,0.053156146179401995,0.9443204662974002,False,False
log_price,8.086681624281484e-05,0.7641710485522982,0.017634101185795226,560,,0,1,META,MS,0.07733139472509098,False,0.8803986710963455,0.9492923886693296,False,False
log_price,0.00020239173810096165,0.6350593820135052,0.021087786184542878,560,,0,1,META,GS,0.07733139472509098,False,0.8538205980066446,0.9130233805247402,False,False
log_price,0.00017262031147361387,0.6611526209763586,0.013149198907369097,560,,0,1,META,C,0.07733139472509098,False,0.9302325581395349,0.9249114570396514,False,False
log_price,0.0011261096847335686,0.2629115528574215,0.05840497724938887,560,,0,1,META,WFC,0.07733139472509098,False,0.17940199335548174,0.7095411680924605,False,False
log_price,0.0014419801673173718,0.205206671734685,0.0825773054936898,560,,0,1,META,AAPL,0.07733139472509098,True,0.036544850498338874,0.6688339410482318,False,False
log_price,0.010126217700112414,0.0007874843317266809,0.05068650316057344,560,,0,1,META,MSFT,0.07733139472509098,False,0.292358803986711,0.08672292181326494,True,False
log_price,0.0010399279280152828,0.28199700561048646,0.07126764034610322,560,,0,1,META,NVDA,0.07733139472509098,False,0.08970099667774087,0.7258502807133823,False,False
log_price,0.0016837594637966963,0.17101474385656262,0.060105276105339556,560,,0,1,META,AVGO,0.07733139472509098,False,0.15282392026578073,0.6409411881810702,False,False
log_price,0.002449227904960395,0.09872671752290628,0.13470869841542443,560,,0,1,META,AMD,0.07733139472509098,True,0.0033222591362126247,0.5777628019059907,False,False
log_price,0.003881556380015924,0.037663015372628776,0.05438605215462222,560,,0,1,META,ORCL,0.07733139472509098,False,0.25249169435215946,0.4615045545660146,True,False
log_price,0.0009027008534370251,0.3161743243554203,0.03375597726236501,560,,0,1,META,UNH,0.07733139472509098,False,0.627906976744186,0.7495140659106694,False,False
log_price,0.0035491299095038605,0.04686620731969954,0.06714119628005433,560,,0,1,META,JNJ,0.07733139472509098,False,0.11627906976744186,0.5028437724977184,True,False
log_price,0.0008343585037305433,0.335216177990743,0.04793191818404563,560,,0,1,META,LLY,0.07733139472509098,False,0.33222591362126247,0.7674686180314378,False,False
log_price,0.0018709184857652874,0.14901220416518615,0.054742015839027935,560,,0,1,META,ABBV,0.07733139472509098,False,0.24916943521594684,0.6262831769261448,False,False
log_price,0.0014337116062214353,0.20651052023624583,0.06736535569636315,560,,0,1,META,PFE,0.07733139472509098,False,0.11627906976744186,0.6703886291251264,False,False
log_price,0.0016125132763458031,0.18035111021295694,0.0689992643974866,560,,0,1,META,MRK,0.07733139472509098,False,0.09966777408637874,0.651060024420218,False,False
