period,max_lag,source,target,F_stat,p_value,SSR_full,SSR_restricted,n_obs,n_weeks_used,q,k,skipped_reason,p_value_fdr,significant_fdr,significant_raw
0,1,ABBV,MPC,0.23777622634152795,0.6260073737946971,587.6301481554979,587.8792113981234,564,141,1,3,,0.9726000371768264,False,False
0,1,ABBV,MRK,4.130873851973202,0.04257808997862765,599.7112864009514,604.1272073844218,564,141,1,3,,0.6278464115492552,False,True
0,1,ABBV,MS,0.5741993411681927,0.448913193995943,596.1604080975458,596.7705951092395,564,141,1,3,,0.9167945511184751,False,False
0,1,ABBV,MSFT,11.1385612797352,0.0009015271126406825,657.1016350778182,670.148278267352,564,141,1,3,,0.1682857262604768,False,True
0,1,ABBV,NFLX,0.9524003301775815,0.3295296898699265,477.35999833396176,478.1704044302663,564,141,1,3,,0.8771652201925065,False,False
0,1,ABBV,NVDA,1.659333940489031,0.1982243243593572,646.2759076061651,648.1874718635827,564,141,1,3,,0.8048037275579187,False,False
0,1,ABBV,ORCL,0.22435453307562458,0.6359260974319725,646.7652750877025,647.0239287798627,564,141,1,3,,0.9726000371768264,False,False
0,1,ABBV,PFE,1.6084655131310635,0.20523368918363755,559.7337833622942,561.3386184551152,564,141,1,3,,0.8048037275579187,False,False
0,1,ABBV,SLB,0.017264205687853435,0.8955112753770779,565.162379286114,565.1797715848003,564,141,1,3,,0.9962849227340892,False,False
0,1,ABBV,TMUS,0.021402096919475738,0.883741416683304,624.8900200488647,624.9138595440039,564,141,1,3,,0.9930049671021131,False,False
0,1,ABBV,UNH,0.1365650796281979,0.7118594022142424,592.4423973120896,592.5866164621146,564,141,1,3,,0.9797177879717952,False,False
0,1,ABBV,WFC,1.1572864052761442,0.2824914532970742,605.7315255256601,606.9810885554962,564,141,1,3,,0.869286890941408,False,False
0,1,ABBV,XOM,1.733244211108221,0.18853470591520954,551.2080830865882,552.911074564531,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,AAPL,0.002586569074990574,0.9594565181451377,536.3833257254865,536.3857987959369,564,141,1,3,,0.9986209641422782,False,False
0,1,AMD,ABBV,0.04155363619476173,0.8385469157840185,593.6492575571046,593.6932295451186,564,141,1,3,,0.9814673028344625,False,False
0,1,AMD,AVGO,2.1367910790197007,0.14436232325363488,626.9596435593023,629.3476681105731,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,BAC,5.617983952800062,0.0181142650232634,592.1658888884888,598.095975272038,564,141,1,3,,0.42593001541186915,False,True
0,1,AMD,C,4.1948894791856395,0.041010943075215155,616.5224970836117,621.132557220327,564,141,1,3,,0.6183216083189895,False,True
0,1,AMD,CMCSA,0.011454951689807457,0.914805181513602,610.0629172922722,610.0753740502853,564,141,1,3,,0.9986209641422782,False,False
0,1,AMD,COP,0.04740708499665827,0.8277173476047086,512.098098610262,512.1413732592592,564,141,1,3,,0.9814673028344625,False,False
0,1,AMD,CVX,0.08127162649170368,0.7756866948255,549.0119764440099,549.0915113750063,564,141,1,3,,0.9813848063528431,False,False
0,1,AMD,DIS,1.976758612740079,0.16028590827183414,611.3439533551395,613.4981056281188,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,EOG,0.32692544402347873,0.5677041486373725,537.9837865705098,538.2972992056292,564,141,1,3,,0.9461735810622875,False,False
0,1,AMD,GOOGL,0.47131620621674786,0.49266592900134976,642.0517745934859,642.5911853004309,564,141,1,3,,0.9351377749004303,False,False
0,1,AMD,GS,3.1277040141431285,0.07751545220060302,605.1040186391659,608.4776126999001,564,141,1,3,,0.8028386120776742,False,False
0,1,AMD,JNJ,0.426555261515248,0.5139516524211267,604.8475839026812,605.3074785895412,564,141,1,3,,0.9351377749004303,False,False
0,1,AMD,JPM,1.9632169175010072,0.16172262399449908,630.5325212487503,632.7390669042763,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,LLY,2.2538820701159255,0.13384228323325975,585.7386712752457,588.0919438045876,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,META,0.06828795843768018,0.7939419221887265,632.1115265030519,632.1884705416434,564,141,1,3,,0.9814222453229579,False,False
0,1,AMD,MPC,0.604495941753969,0.43719548338513947,587.2464340608698,587.8792113981234,564,141,1,3,,0.9155687118388833,False,False
0,1,AMD,MRK,0.1396348025233964,0.7087855106344068,603.9768754918407,604.1272073844218,564,141,1,3,,0.9797177879717952,False,False
0,1,AMD,MS,2.390400906262809,0.12264621578850261,594.2385658643581,596.7705951092395,564,141,1,3,,0.8048037275579187,False,False
0,1,AMD,MSFT,0.8553940651979721,0.3554285034339104,669.1280142170508,670.148278267352,564,141,1,3,,0.883382229567739,False,False
0,1,AMD,NFLX,4.950415875687458,0.026481313606457054,473.9878076956869,478.1704044302663,564,141,1,3,,0.5051034402208151,False,True
0,1,AMD,NVDA,0.6729016348749896,0.41239019074029326,647.4109230782435,648.1874718635827,564,141,1,3,,0.9085269773170822,False,False
0,1,AMD,ORCL,0.00023746858963045163,0.9877105515201424,647.0236548978755,647.0239287798627,564,141,1,3,,0.9986209641422782,False,False
0,1,AMD,PFE,0.6326382141791096,0.42672564088501264,560.7063114327556,561.3386184551152,564,141,1,3,,0.9155687118388833,False,False
0,1,AMD,SLB,0.2879284770067948,0.5917637971857469,564.8898466770813,565.1797715848003,564,141,1,3,,0.9589275260103556,False,False
0,1,AMD,TMUS,1.1551944149965359,0.28292645313806175,623.6296999247899,624.9138595440039,564,141,1,3,,0.869286890941408,False,False
0,1,AMD,UNH,0.30314914397591813,0.5821340649163871,592.2665717130587,592.5866164621146,564,141,1,3,,0.9513043474093642,False,False
0,1,AMD,WFC,7.135459552657499,0.007776860699219687,599.3577499066007,606.9810885554962,564,141,1,3,,0.32218422896767274,False,True
0,1,AMD,XOM,0.003053831595560579,0.9559498211989857,552.90806478179,552.911074564531,564,141,1,3,,0.9986209641422782,False,False
0,1,AVGO,AAPL,0.3618103195778054,0.5477455283169939,536.0400860778436,536.3857987959369,564,141,1,3,,0.9372811667098317,False,False
0,1,AVGO,ABBV,0.007025197479078806,0.9332322674353689,593.6857950354026,593.6932295451186,564,141,1,3,,0.9986209641422782,False,False
0,1,AVGO,AMD,1.1027228443978063,0.2941214764058667,558.409264547246,559.5068949439299,564,141,1,3,,0.869286890941408,False,False
0,1,AVGO,BAC,0.7163672668315536,0.39769898680324145,597.333212418619,598.095975272038,564,141,1,3,,0.8982830440210332,False,False
0,1,AVGO,C,1.11040043159788,0.2924485499417863,619.9055636278097,621.132557220327,564,141,1,3,,0.869286890941408,False,False
0,1,AVGO,CMCSA,0.6977589439894858,0.40389334681132016,609.3175188835643,610.0753740502853,564,141,1,3,,0.8999271831057142,False,False
0,1,AVGO,COP,0.30031331248553533,0.5839040477202304,511.86736152504744,512.1413732592592,564,141,1,3,,0.9513043474093642,False,False
0,1,AVGO,CVX,0.9983365082846106,0.31814412854480156,548.116102612054,549.0915113750063,564,141,1,3,,0.8759031387151183,False,False
0,1,AVGO,DIS,0.18030715452357926,0.6712722090604316,613.3009887722328,613.4981056281188,564,141,1,3,,0.9726000371768264,False,False
0,1,AVGO,EOG,0.03245004665305797,0.8571085235552308,538.2661641572537,538.2972992056292,564,141,1,3,,0.9876614774742395,False,False
0,1,AVGO,GOOGL,0.4573452844580638,0.4991459850353407,642.0677509720714,642.5911853004309,564,141,1,3,,0.9351377749004303,False,False
0,1,AVGO,GS,0.6710169081379476,0.4130451388482229,607.7506769064304,608.4776126999001,564,141,1,3,,0.9085269773170822,False,False
0,1,AVGO,JNJ,0.19613789435715112,0.6580271702898153,605.0959237938603,605.3074785895412,564,141,1,3,,0.9726000371768264,False,False
0,1,AVGO,JPM,0.5959491550190108,0.4404528619157668,632.0676227586473,632.7390669042763,564,141,1,3,,0.9155687118388833,False,False
0,1,AVGO,LLY,1.5380523660092342,0.21542639545011533,586.4840237682536,588.0919438045876,564,141,1,3,,0.8048037275579187,False,False
0,1,AVGO,META,0.9855340559556978,0.3212643334145271,631.079824091254,632.1884705416434,564,141,1,3,,0.8761754547668922,False,False
0,1,AVGO,MPC,0.5077368867019075,0.47641643587485827,587.3476284101364,587.8792113981234,564,141,1,3,,0.9283269472652494,False,False
0,1,AVGO,MRK,0.13471778262071102,0.7137281760154435,603.9821679220245,604.1272073844218,564,141,1,3,,0.9797177879717952,False,False
0,1,AVGO,MS,1.8532149356883256,0.17395645238037538,594.805705950416,596.7705951092395,564,141,1,3,,0.8048037275579187,False,False
0,1,AVGO,MSFT,2.3931058384893067,0.12243519155921477,667.3017120940078,670.148278267352,564,141,1,3,,0.8048037275579187,False,False
0,1,AVGO,NFLX,0.20269007607125275,0.6527321237635513,477.99770319885226,478.1704044302663,564,141,1,3,,0.9726000371768264,False,False
0,1,AVGO,NVDA,0.6027459233170585,0.4378594397047483,647.4917979926,648.1874718635827,564,141,1,3,,0.9155687118388833,False,False
0,1,AVGO,ORCL,0.8171484486847193,0.3664032182131802,646.0828492825133,647.0239287798627,564,141,1,3,,0.883382229567739,False,False
0,1,AVGO,PFE,0.15699176906056758,0.6920920156129904,561.1815758733674,561.3386184551152,564,141,1,3,,0.9774676194534119,False,False
0,1,AVGO,SLB,0.00021661248122506517,0.9882625823665202,565.1795533585162,565.1797715848003,564,141,1,3,,0.9986209641422782,False,False
0,1,AVGO,TMUS,1.681741604354859,0.19522631421422854,623.0461187608454,624.9138595440039,564,141,1,3,,0.8048037275579187,False,False
0,1,AVGO,UNH,2.044121997173473,0.1533517617470071,590.4352409470944,592.5866164621146,564,141,1,3,,0.8048037275579187,False,False
0,1,AVGO,WFC,3.4412743357841307,0.06411102564322112,603.2804583264075,606.9810885554962,564,141,1,3,,0.7640629083507174,False,False
0,1,AVGO,XOM,2.5726976018168153,0.10928498660887484,550.3870470493529,552.911074564531,564,141,1,3,,0.8048037275579187,False,False
0,1,BAC,AAPL,8.027586546476673e-05,0.9928544904667217,536.3857220422327,536.3857987959369,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,ABBV,0.3594993211177079,0.5490265056367529,593.3130234325797,593.6932295451186,564,141,1,3,,0.9372811667098317,False,False
0,1,BAC,AMD,1.3498687266860168,0.24579512625024097,558.1638505122487,559.5068949439299,564,141,1,3,,0.8418966922744474,False,False
0,1,BAC,AVGO,0.23915793407681557,0.6250060943778384,629.0794874499873,629.3476681105731,564,141,1,3,,0.9726000371768264,False,False
0,1,BAC,C,1.137944366139764,0.28654596335142096,619.8751891646768,621.132557220327,564,141,1,3,,0.869286890941408,False,False
0,1,BAC,CMCSA,0.3368357898301987,0.5618944239856849,609.7092922124792,610.0753740502853,564,141,1,3,,0.9461735810622875,False,False
0,1,BAC,COP,0.08606095808097453,0.7693543534829453,512.0628195750342,512.1413732592592,564,141,1,3,,0.9813848063528431,False,False
0,1,BAC,CVX,2.1114952418494495,0.1467555276758616,547.0325867687695,549.0915113750063,564,141,1,3,,0.8048037275579187,False,False
0,1,BAC,DIS,0.0016449083061034649,0.9676631202940713,613.4963067953722,613.4981056281188,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,EOG,0.33170876215631123,0.5648856002278185,537.9792022087834,538.2972992056292,564,141,1,3,,0.9461735810622875,False,False
0,1,BAC,GOOGL,0.7504474456178838,0.3867049390218402,641.7327419902776,642.5911853004309,564,141,1,3,,0.883382229567739,False,False
0,1,BAC,GS,0.6531992064159351,0.4193137755051006,607.7699569894029,608.4776126999001,564,141,1,3,,0.9085269773170822,False,False
0,1,BAC,JNJ,0.6961069748502894,0.40445003286705083,604.5573242755928,605.3074785895412,564,141,1,3,,0.8999271831057142,False,False
0,1,BAC,JPM,0.3900378637010011,0.5325334015528819,632.299457760383,632.7390669042763,564,141,1,3,,0.9372811667098317,False,False
0,1,BAC,LLY,0.7559798625032322,0.3849613920300369,587.3005224708521,588.0919438045876,564,141,1,3,,0.883382229567739,False,False
0,1,BAC,META,0.0003513016401500867,0.9850527553925282,632.1880746615943,632.1884705416434,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,MPC,0.3639271169140809,0.5465770766300111,587.4980946641062,587.8792113981234,564,141,1,3,,0.9372811667098317,False,False
0,1,BAC,MRK,0.00878136472220277,0.9253738287602545,604.1177510951036,604.1272073844218,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,MS,0.006840017860428098,0.9341160858825847,596.7633190454949,596.7705951092395,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,MSFT,0.36013088609847693,0.5486758765913892,669.7183562262394,670.148278267352,564,141,1,3,,0.9372811667098317,False,False
0,1,BAC,NFLX,2.56255205936701,0.10998475587680687,475.9961354868748,478.1704044302663,564,141,1,3,,0.8048037275579187,False,False
0,1,BAC,NVDA,0.0004009830870801196,0.9840308986151649,648.1870085622855,648.1874718635827,564,141,1,3,,0.9986209641422782,False,False
0,1,BAC,ORCL,0.07182837715336576,0.7887915452658407,646.9410968206854,647.0239287798627,564,141,1,3,,0.9814222453229579,False,False
0,1,BAC,PFE,0.3070186750648014,0.5797362274850273,561.0315824958864,561.3386184551152,564,141,1,3,,0.9513043474093642,False,False
0,1,BAC,SLB,0.0728267322163172,0.7873639021083729,565.1064117749535,565.1797715848003,564,141,1,3,,0.9813848063528431,False,False
0,1,BAC,TMUS,0.023167068722880695,0.8790781425360751,624.8880541527478,624.9138595440039,564,141,1,3,,0.9930049671021131,False,False
0,1,BAC,UNH,0.11864628443985775,0.7306364484346975,592.4613164017485,592.5866164621146,564,141,1,3,,0.9797177879717952,False,False
0,1,BAC,WFC,4.816686639788297,0.0285945857592517,601.8139774241296,606.9810885554962,564,141,1,3,,0.5056088429796136,False,True
0,1,BAC,XOM,4.250780083571025,0.039692367649170716,548.7530911232745,552.911074564531,564,141,1,3,,0.6166492831210452,False,True
0,1,C,AAPL,0.3587542597596215,0.5494406839333497,536.0430043018057,536.3857987959369,564,141,1,3,,0.9372811667098317,False,False
0,1,C,ABBV,0.23650735036649237,0.6269300653391212,593.4430447998084,593.6932295451186,564,141,1,3,,0.9726000371768264,False,False
0,1,C,AMD,0.8754498788866759,0.34985353688724374,558.6351354756696,559.5068949439299,564,141,1,3,,0.883382229567739,False,False
0,1,C,AVGO,1.7775998627575913,0.1829854583852393,627.3597987839812,629.3476681105731,564,141,1,3,,0.8048037275579187,False,False
0,1,C,BAC,1.213798699656417,0.2710535470332601,596.8047082865353,598.095975272038,564,141,1,3,,0.8669727423490305,False,False
0,1,C,CMCSA,0.3280347877381244,0.5670480441512906,609.7188517791208,610.0753740502853,564,141,1,3,,0.9461735810622875,False,False
0,1,C,COP,0.08531770109717744,0.7703243145267767,512.0634978930275,512.1413732592592,564,141,1,3,,0.9813848063528431,False,False
0,1,C,CVX,1.3299769150509397,0.24930043906837596,547.7928449969742,549.0915113750063,564,141,1,3,,0.8423050405323025,False,False
0,1,C,DIS,0.28081248937341147,0.5963788336299689,613.191168482872,613.4981056281188,564,141,1,3,,0.9589275260103556,False,False
0,1,C,EOG,0.19215662405045383,0.6612964546575919,538.1129819614733,538.2972992056292,564,141,1,3,,0.9726000371768264,False,False
0,1,C,GOOGL,2.1925183018170054,0.13924379529509393,640.089566602431,642.5911853004309,564,141,1,3,,0.8048037275579187,False,False
0,1,C,GS,0.054878556781136366,0.8148672645740084,608.4180955751145,608.4776126999001,564,141,1,3,,0.9814673028344625,False,False
0,1,C,JNJ,0.03566295420264585,0.8502815188251188,605.2690014403814,605.3074785895412,564,141,1,3,,0.9875914995239882,False,False
0,1,C,JPM,0.41005359515788203,0.5222037565938145,632.2769146369284,632.7390669042763,564,141,1,3,,0.9357766542021334,False,False
0,1,C,LLY,1.1512113516348157,0.2837570256080721,586.8876092628457,588.0919438045876,564,141,1,3,,0.869286890941408,False,False
0,1,C,META,0.019242840830495066,0.8897223253528891,632.166786611424,632.1884705416434,564,141,1,3,,0.9930049671021131,False,False
0,1,C,MPC,0.13110236431239944,0.7174281447199662,587.741859620224,587.8792113981234,564,141,1,3,,0.9797177879717952,False,False
0,1,C,MRK,0.009231911967834206,0.9234890931129437,604.11726592735,604.1272073844218,564,141,1,3,,0.9986209641422782,False,False
0,1,C,MS,0.5975023095089922,0.4398581527807621,596.1356709734332,596.7705951092395,564,141,1,3,,0.9155687118388833,False,False
0,1,C,MSFT,0.002019655386780272,0.964170666155946,670.145865676073,670.148278267352,564,141,1,3,,0.9986209641422782,False,False
0,1,C,NFLX,2.408335243797106,0.12125458201333833,476.12642572868776,478.1704044302663,564,141,1,3,,0.8048037275579187,False,False
0,1,C,NVDA,0.0030533450405055207,0.9559533269339271,648.1839440039913,648.1874718635827,564,141,1,3,,0.9986209641422782,False,False
0,1,C,ORCL,0.009602318493912007,0.921974106407854,647.0128542281765,647.0239287798627,564,141,1,3,,0.9986209641422782,False,False
0,1,C,PFE,0.8245370047552771,0.36424687878583495,560.5147945872899,561.3386184551152,564,141,1,3,,0.883382229567739,False,False
0,1,C,SLB,0.3217618622130647,0.5707776521281887,564.855798227368,565.1797715848003,564,141,1,3,,0.9476651857853514,False,False
0,1,C,TMUS,2.9899126966191623e-06,0.9986209641422782,624.9138562134551,624.9138595440039,564,141,1,3,,0.9986209641422782,False,False
0,1,C,UNH,0.001636488813748404,0.9677459395797012,592.5848878372659,592.5866164621146,564,141,1,3,,0.9986209641422782,False,False
0,1,C,WFC,1.660811978855585,0.19802491336212127,605.1894559389178,606.9810885554962,564,141,1,3,,0.8048037275579187,False,False
0,1,C,XOM,3.7614664611387374,0.052947524938763244,549.2285349677722,552.911074564531,564,141,1,3,,0.7163853360727279,False,False
0,1,CMCSA,AAPL,0.0003074269172044775,0.9860171667287913,536.3855048577155,536.3857987959369,564,141,1,3,,0.9986209641422782,False,False
0,1,CMCSA,ABBV,1.0902541538232695,0.29686461661139946,592.5416769166484,593.6932295451186,564,141,1,3,,0.869286890941408,False,False
0,1,CMCSA,AMD,0.261378366964924,0.6093759251859807,559.2463336365911,559.5068949439299,564,141,1,3,,0.9709836170545847,False,False
0,1,CMCSA,AVGO,0.020106642284863162,0.8872905547797383,629.325112647256,629.3476681105731,564,141,1,3,,0.9930049671021131,False,False
0,1,CMCSA,BAC,0.0012108506957840982,0.9722537669216957,598.0946843569494,598.095975272038,564,141,1,3,,0.9986209641422782,False,False
0,1,CMCSA,C,0.0004506525966990485,0.9830708642238101,621.132058263509,621.132557220327,564,141,1,3,,0.9986209641422782,False,False
0,1,CMCSA,COP,4.788743179788443,0.029057979481586987,507.8066926247535,512.1413732592592,564,141,1,3,,0.5056088429796136,False,True
0,1,CMCSA,CVX,3.743267659107885,0.05352304235026128,545.4519876938468,549.0915113750063,564,141,1,3,,0.7163853360727279,False,False
0,1,CMCSA,DIS,0.4146918547011425,0.5198608410469112,613.0449420914858,613.4981056281188,564,141,1,3,,0.9357766542021334,False,False
0,1,CMCSA,EOG,0.35043848711968817,0.5541035079784257,537.961252276259,538.2972992056292,564,141,1,3,,0.9415430701977154,False,False
0,1,CMCSA,GOOGL,0.03409444912831223,0.8535727874261202,642.5521345676959,642.5911853004309,564,141,1,3,,0.9875914995239882,False,False
0,1,CMCSA,GS,0.060926908308533756,0.8051271744280266,608.4115367036245,608.4776126999001,564,141,1,3,,0.9814673028344625,False,False
0,1,CMCSA,JNJ,0.07023504945085439,0.7910922018653388,605.2317059000704,605.3074785895412,564,141,1,3,,0.9814222453229579,False,False
0,1,CMCSA,JPM,0.2757098743447602,0.599734449219521,632.428252797127,632.7390669042763,564,141,1,3,,0.9609004987495089,False,False
0,1,CMCSA,LLY,2.15739887386982,0.1424451910126914,585.8390232182062,588.0919438045876,564,141,1,3,,0.8048037275579187,False,False
0,1,CMCSA,META,0.4707193558543138,0.49293986167217785,631.6584636519283,632.1884705416434,564,141,1,3,,0.9351377749004303,False,False
0,1,CMCSA,MPC,0.05106977113073203,0.8212944465055039,587.8256995907386,587.8792113981234,564,141,1,3,,0.9814673028344625,False,False
0,1,CMCSA,MRK,1.1183123737479095,0.29073727914093556,602.925319958832,604.1272073844218,564,141,1,3,,0.869286890941408,False,False
0,1,CMCSA,MS,0.18471396811908228,0.667518070282759,596.5741680471052,596.7705951092395,564,141,1,3,,0.9726000371768264,False,False
0,1,CMCSA,MSFT,0.0006169960196565576,0.9801918931755906,670.1475412292673,670.148278267352,564,141,1,3,,0.9986209641422782,False,False
0,1,CMCSA,NFLX,2.2796591309964005,0.1316436808516013,476.2351924783321,478.1704044302663,564,141,1,3,,0.8048037275579187,False,False
0,1,CMCSA,NVDA,0.027755515341078913,0.8677449274234297,648.1554043283452,648.1874718635827,564,141,1,3,,0.9902976909591823,False,False
0,1,CMCSA,ORCL,0.019174846465964172,0.8899160837353044,647.001814411851,647.0239287798627,564,141,1,3,,0.9930049671021131,False,False
0,1,CMCSA,PFE,0.3794227044459586,0.5381621909859321,560.9592233292694,561.3386184551152,564,141,1,3,,0.9372811667098317,False,False
0,1,CMCSA,SLB,0.11811685157094796,0.7312147260003083,565.0607997441373,565.1797715848003,564,141,1,3,,0.9797177879717952,False,False
0,1,CMCSA,TMUS,1.5299390367399377,0.21663912322709902,623.2142520351958,624.9138595440039,564,141,1,3,,0.8048037275579187,False,False
0,1,CMCSA,UNH,0.8300536075587271,0.3626483278109027,591.7111227863545,592.5866164621146,564,141,1,3,,0.883382229567739,False,False
0,1,CMCSA,WFC,1.073311316595095,0.30064504845790807,605.8220232553135,606.9810885554962,564,141,1,3,,0.8696604054436983,False,False
