mode,period,max_lag,source,target,F_stat,p_value,F_stat_cluster,p_value_cluster,n_clusters,cluster_reliable,SSR_full,SSR_restricted,n_obs,n_weeks_used,q,k,skipped_reason,p_value_fdr,p_value_cluster_fdr,significant_fdr,significant_cluster_fdr,significant_raw,significant_cluster_raw
log_return,0,1,GOOGL,MRK,0.7084429965471358,0.40031982861040605,0.30948684487232486,0.578883346554228,141,True,603.3658736501245,604.1278171929819,564,141,1,3,,0.8986341082171259,0.9988570244965246,False,False,False,False
log_return,0,1,META,GOOGL,0.8025870727016697,0.37070524020005935,0.7908598339785403,0.3753657760565129,141,True,641.6729686624636,642.590969428151,564,141,1,3,,0.8833548406067465,0.9863877696957353,False,False,False,False
log_return,0,1,META,NFLX,0.001400071457453278,0.9701654071760343,0.00232957520784562,0.9615732979670141,141,True,478.1692110772106,478.17040443026633,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,META,DIS,0.04964701665196531,0.8237597340226827,0.05543862311047861,0.8142003859280981,141,True,613.4435700000633,613.4978581339935,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,META,CMCSA,0.5749558989269998,0.44861468466020193,0.4176226968909628,0.519183602295981,141,True,609.4509409547431,610.0755531002129,564,141,1,3,,0.9168319806247832,0.9988570244965246,False,False,False,False
log_return,0,1,META,TMUS,0.17960432639845103,0.6718759390828561,0.20232408158787119,0.653547083986075,141,True,624.7143653268172,624.9143678273091,564,141,1,3,,0.9725991131482278,0.9988570244965246,False,False,False,False
log_return,0,1,META,XOM,1.3000921055156458,0.25468295443292926,1.5082307324693505,0.22146993905100115,141,True,551.6333738027398,552.9117591760373,564,141,1,3,,0.8489431814430975,0.9863877696957353,False,False,False,False
log_return,0,1,META,CVX,1.9810635130332852,0.1598322350584777,1.4499353126853558,0.23057020008630888,141,True,547.158344867536,549.0905292398511,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,META,COP,0.3637165627553183,0.5466930926319546,0.4586979011896373,0.49935077336627065,141,True,511.8090767889583,512.1409010994693,564,141,1,3,,0.9372745584434671,0.9969675216441447,False,False,False,False
log_return,0,1,META,SLB,0.28285898745072036,0.595043969201644,0.3050012872190075,0.5816445136568602,141,True,564.8956739728189,565.1804971784433,564,141,1,3,,0.958825595556732,0.9988570244965246,False,False,False,False
log_return,0,1,META,EOG,0.7309280369341579,0.39294749861431855,0.830807402121095,0.36360595389146777,141,True,537.5966557900554,538.2970915623887,564,141,1,3,,0.8902716765480655,0.9863877696957353,False,False,False,False
log_return,0,1,META,MPC,0.5267844772950517,0.46826454894221337,0.6490369820252594,0.4218234183503238,141,True,587.3271978036375,587.8787037767145,564,141,1,3,,0.928414287396606,0.9879882395458076,False,False,False,False
log_return,0,1,META,JPM,0.2361633013121782,0.6271807757650931,0.20143555109908087,0.6542585296942702,141,True,632.4729868645743,632.7392380384936,564,141,1,3,,0.9725991131482278,0.9988570244965246,False,False,False,False
log_return,0,1,META,BAC,0.6216701515251137,0.43076036990993705,0.5756935253509176,0.4492807918900331,141,True,597.4344773052928,598.0965221930517,564,141,1,3,,0.915588780823915,0.9914227624672725,False,False,False,False
log_return,0,1,META,MS,0.0782696392050591,0.7797593020929979,0.0993690606483277,0.7530574798652846,141,True,596.6875403528109,596.7707890488921,564,141,1,3,,0.9813705303978405,0.9988570244965246,False,False,False,False
log_return,0,1,META,GS,0.47322160264597235,0.4917931263930313,0.5271480356862717,0.4690204176456052,141,True,607.9654071434513,608.4782455825275,564,141,1,3,,0.9351211593018857,0.9969675216441447,False,False,False,False
log_return,0,1,META,C,0.00013576763668530633,0.9907074520599236,8.481909394100298e-05,0.9926649146196438,141,True,621.1325988541089,621.1327491744387,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,META,WFC,0.8251751924798697,0.364061451698527,0.7315790994197983,0.39383323446620155,141,True,606.0881307351813,606.9796260826664,564,141,1,3,,0.8833548406067465,0.9863877696957353,False,False,False,False
log_return,0,1,META,AAPL,2.2662697682997445e-05,0.9962033489285138,2.6281833062488104e-05,0.99591689589912,141,True,536.3848862059161,536.3849078742379,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,META,MSFT,1.5211240323098911,0.21796598192068864,1.2266890280107243,0.26995117408366087,141,True,668.3356982914528,670.1478578143079,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,META,NVDA,0.4353195491454783,0.5096609741812348,0.34099439074116134,0.5601954894668809,141,True,647.6842013321971,648.1867852796348,564,141,1,3,,0.9351211593018857,0.9988570244965246,False,False,False,False
log_return,0,1,META,AVGO,0.03348507506970714,0.8548725446182805,0.03248544431411583,0.8572269947351403,141,True,629.310156087843,629.3477184725466,564,141,1,3,,0.9875703452811627,0.9988570244965246,False,False,False,False
log_return,0,1,META,AMD,1.544895342096351,0.21440984106977437,1.9771748349222125,0.16190397923014158,141,True,557.9703427451155,559.5068949439299,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,META,ORCL,0.13677856468422037,0.711644363148886,0.17721587346251239,0.6744224167713128,141,True,646.8653508888158,647.0230644614335,564,141,1,3,,0.979765201987997,0.9988570244965246,False,False,False,False
log_return,0,1,META,UNH,0.6709509806719451,0.41306807666281453,0.576336226164056,0.4490283208639225,141,True,591.8779596870548,592.585840431244,564,141,1,3,,0.9084233612784777,0.9914227624672725,False,False,False,False
log_return,0,1,META,JNJ,1.4206974038475437,0.23379261207921656,1.2350277735846935,0.2683363601936013,141,True,603.777541123542,605.3065699741226,564,141,1,3,,0.8230605619150433,0.9863877696957353,False,False,False,False
log_return,0,1,META,LLY,0.41824487302609165,0.5180786192913895,0.35752755970689937,0.5508486074967149,141,True,587.6544713167506,588.0925880186028,564,141,1,3,,0.9351211593018857,0.9988570244965246,False,False,False,False
log_return,0,1,META,ABBV,0.00024494952855948833,0.9875184917436304,0.0002711444969651138,0.9868856982081974,141,True,593.6928503480758,593.6931095722894,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,META,PFE,1.1145726017718478,0.2915445524550879,1.0072337741783,0.3172979368418483,141,True,560.2257138959889,561.338748176767,564,141,1,3,,0.8692955467125104,0.9863877696957353,False,False,False,False
log_return,0,1,META,MRK,0.1353181678108258,0.7131192234125688,0.08687832466993074,0.7686204985627036,141,True,603.9821313544696,604.1278171929819,564,141,1,3,,0.979765201987997,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,GOOGL,8.748377181820251,0.0032293385971839325,2.099434219956718,0.1495898212531441,141,True,632.7241081972413,642.590969428151,564,141,1,3,,0.26724773629189275,0.9863877696957353,False,False,True,False
log_return,0,1,NFLX,META,1.7670120071389936,0.18429261347406348,0.9900036107448112,0.32145810812705045,141,True,630.2037236592171,632.1887103733874,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,DIS,1.698088124795405,0.19307278158109675,1.0247578087278075,0.3131394368807929,141,True,611.6464684643458,613.4978581339935,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,CMCSA,0.22606342091301046,0.6346433023005822,0.16039360223448715,0.6894048821176011,141,True,609.8298129688502,610.0755531002129,564,141,1,3,,0.9725991131482278,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,TMUS,0.03713395695580575,0.8472623068890902,0.05831397611158274,0.8095342231712139,141,True,624.8730059604532,624.9143678273091,564,141,1,3,,0.9855340347011706,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,XOM,0.9430915019884714,0.3319025645917305,0.7809965366277208,0.3783516292320942,141,True,551.9838246764162,552.9117591760373,564,141,1,3,,0.8771615358442454,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,CVX,0.4882908293887694,0.48498029717763,0.26711787939758735,0.6060872127594006,141,True,548.6130199590502,549.0905292398511,564,141,1,3,,0.9351211593018857,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,COP,0.2804699575493347,0.5966028645273641,0.22649053627882212,0.6348801415332825,141,True,511.8849860187227,512.1409010994693,564,141,1,3,,0.958825595556732,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,SLB,0.222211237060323,0.6375434712234134,0.13774102231937538,0.7110981726358516,141,True,564.9567186911956,565.1804971784433,564,141,1,3,,0.9725991131482278,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,EOG,0.0020279086534173633,0.964097582456483,0.0014736219305731817,0.9694331866496729,141,True,538.2951457274794,538.2970915623887,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,MPC,0.9570862935915337,0.3283437577146633,0.9544424524189143,0.33027619936640484,141,True,586.8774695839222,587.8787037767145,564,141,1,3,,0.8771615358442454,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,JPM,0.021982788729234915,0.8821861706258302,0.016996133888452038,0.8964614535686248,141,True,632.7144451187556,632.7392380384936,564,141,1,3,,0.9929976873028385,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,BAC,0.5617350210654395,0.45387618369393457,0.5534270049655009,0.4581675433837755,141,True,597.4982411109536,598.0965221930517,564,141,1,3,,0.9194116363003424,0.9941222409859918,False,False,False,False
log_return,0,1,NFLX,MS,0.09712775460057217,0.7554198373595001,0.09083187478726588,0.7635694345831602,141,True,596.6674860664236,596.7707890488921,564,141,1,3,,0.9813705303978405,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,GS,0.016113027497606937,0.8990356653234891,0.012673463356362049,0.9105275928752715,141,True,608.4607693880384,608.4782455825275,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,C,0.32456328023676906,0.569106151712844,0.2815005601558551,0.5965599737429009,141,True,620.773604223866,621.1327491744387,564,141,1,3,,0.9466966577249986,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,WFC,0.006432845919707297,0.9361027970900131,0.0049422840502764635,0.9440541048625803,141,True,606.972666079746,606.9796260826664,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,AAPL,0.3791822380702427,0.5382909550387285,0.2867170169904766,0.593181642289154,141,True,536.0226079595457,536.3849078742379,564,141,1,3,,0.9372745584434671,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,MSFT,0.014281550120410443,0.9049177129703522,0.00966616194464668,0.9218214898632543,141,True,670.1307980877837,670.1478578143079,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,NVDA,1.2302186666890849,0.2678397561201229,0.9566241746957568,0.3297259650807911,141,True,646.768484632894,648.1867852796348,564,141,1,3,,0.8662475383810666,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,AVGO,0.04247040384529078,0.8368004625421612,0.03873079155642651,0.8442683654865115,141,True,629.3000774236552,629.3477184725466,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,AMD,1.304714575231327,0.2538411150912661,0.8656566670191461,0.353762100975928,141,True,558.2086721443447,559.5068949439299,564,141,1,3,,0.8489431814430975,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,ORCL,0.0008507210228975296,0.9767416755361459,0.00094012999830071,0.9755831313420473,141,True,647.0220832933612,647.0230644614335,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,UNH,0.334810726919449,0.5630722172377312,0.21902291858387296,0.64051316030478,141,True,592.2323898840741,592.585840431244,564,141,1,3,,0.9462280140465049,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,JNJ,1.638895444845345,0.20100617305116117,1.4253076463008112,0.23455075873692544,141,True,603.5433890275206,605.3065699741226,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,NFLX,LLY,0.5479896112120388,0.4594499908548727,0.2765597428986728,0.5997970300077764,141,True,587.5186947189613,588.0925880186028,564,141,1,3,,0.9233337721138897,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,ABBV,0.042202429947797084,0.8373089066945557,0.04726704320067639,0.8282054887020954,141,True,593.6484510924839,593.6931095722894,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,NFLX,PFE,0.4577360660298011,0.4989627765711866,0.4640504203467739,0.4968623009989568,141,True,560.8811091172345,561.338748176767,564,141,1,3,,0.9351211593018857,0.9969675216441447,False,False,False,False
log_return,0,1,NFLX,MRK,0.4036747723494606,0.5254565907665456,0.20318492360870197,0.652859599270661,141,True,603.6934218193245,604.1278171929819,564,141,1,3,,0.9372745584434671,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,GOOGL,0.8818281775565092,0.3481055714555691,0.9681481111457825,0.3268398580475238,141,True,641.5824747677648,642.590969428151,564,141,1,3,,0.8833548406067465,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,META,0.22917600664919408,0.6323220046678788,0.209652068107494,0.6477501035195508,141,True,631.9305582845687,632.1887103733874,564,141,1,3,,0.9725991131482278,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,NFLX,2.8008683259272944,0.094770705852598,2.584532810692959,0.11016519250883805,141,True,475.79493391327105,478.17040443026633,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,CMCSA,0.28521035530919686,0.5935178765188542,0.26948651366446225,0.6044961011808632,141,True,609.765550516758,610.0755531002129,564,141,1,3,,0.958825595556732,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,TMUS,2.0669773755425624,0.1510771257409855,2.852093847564133,0.09348109703433273,141,True,622.6203532396111,624.9143678273091,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,XOM,0.8984705888100646,0.34360025213029277,0.8199476082487475,0.3667512053082983,141,True,552.0276582577587,552.9117591760373,564,141,1,3,,0.8818059567945566,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,CVX,0.0014420190579239281,0.9697219798928719,0.000747702587261973,0.9782241819209534,141,True,549.0891178370482,549.0905292398511,564,141,1,3,,0.9986460595925003,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,COP,0.8791623846245007,0.3488346794716498,0.5065375763366726,0.4778258256085649,141,True,511.339563292309,512.1409010994693,564,141,1,3,,0.8833548406067465,0.9969675216441447,False,False,False,False
log_return,0,1,DIS,SLB,0.1107948976154211,0.7393653149419877,0.07258696396680622,0.78800342204762,141,True,565.0688986922111,565.1804971784433,564,141,1,3,,0.979765201987997,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,EOG,0.33967085074169784,0.5602534580498124,0.2780438327546358,0.5988208420771786,141,True,537.9713639494344,538.2970915623887,564,141,1,3,,0.9462280140465049,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,MPC,0.7622888692508986,0.38298672604103967,0.4274402010078485,0.5143201100919683,141,True,587.0809759811007,587.8787037767145,564,141,1,3,,0.8833548406067465,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,JPM,0.7989949970661976,0.3717773211099117,0.31687330835846195,0.5743931229174326,141,True,631.8393512637889,632.7392380384936,564,141,1,3,,0.8833548406067465,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,BAC,0.06489175543417193,0.7990183515280869,0.027181620236257496,0.8692853044052298,141,True,598.0273474259,598.0965221930517,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,MS,1.4935627564470535,0.22217773691461928,0.8808053540809764,0.3495975184146999,141,True,595.1862115822787,596.7707890488921,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,GS,3.408268400875976,0.06539708599033486,1.947379014374168,0.1650790547065849,141,True,604.803853669533,608.4782455825275,564,141,1,3,,0.768857632589072,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,C,0.9098228137202464,0.34057224095870275,0.3633335252645444,0.5476358459950006,141,True,620.1270348718876,621.1327491744387,564,141,1,3,,0.8798152597147081,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,WFC,3.172323893706528,0.07543677724735022,1.6933774718283179,0.19529380020861906,141,True,603.5665980249876,606.9796260826664,564,141,1,3,,0.800365807380423,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,AAPL,0.10855421437232853,0.7419191597896979,0.06747456982121758,0.7954315357048132,141,True,536.2811367913732,536.3849078742379,564,141,1,3,,0.979765201987997,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,MSFT,4.956944724709465,0.026382407334988523,3.6908693438678446,0.05674352149849767,141,True,664.2783549845763,670.1478578143079,564,141,1,3,,0.5051042304108058,0.9863877696957353,False,False,True,False
log_return,0,1,DIS,NVDA,0.5526069974819308,0.45756562613710916,0.6315591902802055,0.4281291140020518,141,True,647.5489241981307,648.1867852796348,564,141,1,3,,0.9233337721138897,0.9879882395458076,False,False,False,False
log_return,0,1,DIS,AVGO,0.05894858841347585,0.8082542646562214,0.03824965653251682,0.8452262472089354,141,True,629.2815950113336,629.3477184725466,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,AMD,2.3627251356734558,0.12482873340170167,1.2203225844135395,0.27119229217733265,141,True,557.1603410359689,559.5068949439299,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,ORCL,1.9002049363922418,0.1686048348551492,1.3701120983885091,0.2437812295593904,141,True,644.8388825935513,647.0230644614335,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,UNH,2.075794941062976,0.15020982864165536,2.0689519663308986,0.15255652249584936,141,True,590.401255867737,592.585840431244,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,JNJ,1.9106975872470384,0.16743585891505433,1.2820534175931422,0.25945315450257117,141,True,603.2519673386573,605.3065699741226,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,LLY,5.766562453099514,0.01665831170167927,5.426432597509182,0.021264434897080044,141,True,582.1090440665108,588.0925880186028,564,141,1,3,,0.41061027307560216,0.8792965464315291,False,False,True,True
log_return,0,1,DIS,ABBV,0.8179443078692472,0.36617009707377857,0.9691246824153761,0.32659683443311927,141,True,592.8287585765338,593.6931095722894,564,141,1,3,,0.8833548406067465,0.9863877696957353,False,False,False,False
log_return,0,1,DIS,PFE,0.04982043467628255,0.823457274595621,0.02237613852624659,0.8813060911626931,141,True,561.2889020857137,561.338748176767,564,141,1,3,,0.9814736372770845,0.9988570244965246,False,False,False,False
log_return,0,1,DIS,MRK,0.7415963906065803,0.3895178852916801,0.46987204387103704,0.4941795060063161,141,True,603.3302636353069,604.1278171929819,564,141,1,3,,0.8870865235952219,0.9969675216441447,False,False,False,False
log_return,0,1,CMCSA,GOOGL,0.03406918800247938,0.8536264280871133,0.04107363399172436,0.8396900900503455,141,True,642.5519476400841,642.590969428151,564,141,1,3,,0.9875703452811627,0.9988570244965246,False,False,False,False
log_return,0,1,CMCSA,META,0.470737319519539,0.49293161327274415,0.5869670323686329,0.44488419065123697,141,True,631.6586830733496,632.1887103733874,564,141,1,3,,0.9351211593018857,0.9914227624672725,False,False,False,False
log_return,0,1,CMCSA,NFLX,2.2797002965491133,0.13164020220852726,3.043129034847098,0.08327409764144249,141,True,476.2351576741578,478.17040443026633,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,CMCSA,DIS,0.4146922066522298,0.5198606639709251,0.406041817048651,0.5250260581147456,141,True,613.0446943958555,613.4978581339935,564,141,1,3,,0.9357840139884525,0.9988570244965246,False,False,False,False
log_return,0,1,CMCSA,TMUS,1.5299225402224814,0.2166415973055103,1.8638538922090215,0.17437043661166676,141,True,623.2147772122347,624.9143678273091,564,141,1,3,,0.8048164248230615,0.9863877696957353,False,False,False,False
log_return,0,1,CMCSA,XOM,7.757658274241952,0.005529263509487436,9.089033339361368,0.003053964080925482,141,True,545.3702334996842,552.9117591760373,564,141,1,3,,0.26724773629189275,0.6814510823966353,False,False,True,True
log_return,0,1,CMCSA,CVX,3.7434263436296824,0.05351799551190034,3.900555476665889,0.05023722683461192,141,True,545.4508588049033,549.0905292398511,564,141,1,3,,0.7163177860823584,0.9863877696957353,False,False,False,False
log_return,0,1,CMCSA,COP,4.788900333782544,0.029055351540292103,1.702896698402233,0.19405041481943575,141,True,507.8060834125686,512.1409010994693,564,141,1,3,,0.5055631168010826,0.9863877696957353,False,False,True,False
log_return,0,1,CMCSA,SLB,0.1181464497624032,0.7311823589152683,0.07312503075255464,0.7872381611602833,141,True,565.0614953788418,565.1804971784433,564,141,1,3,,0.979765201987997,0.9988570244965246,False,False,False,False
log_return,0,1,CMCSA,EOG,0.350425717607938,0.5541107253933775,0.2942017591492714,0.5884028017391014,141,True,537.9610570000992,538.2970915623887,564,141,1,3,,0.9415553341645281,0.9988570244965246,False,False,False,False
