Date,GOOGL,META,NFLX,DIS,CMCSA,TMUS,XOM,CVX,COP,SLB,EOG,MPC,JPM,BAC,MS,GS,C,WFC,AAPL,MSFT,NVDA,AVGO,AMD,ORCL,UNH,JNJ,LLY,ABBV,PFE,MRK
2019-07-30,-1.4480978602137393,-0.6098665975832864,-0.5302281299515125,0.2127633097841406,-0.4288223478279779,-1.598322378730845,0.32951539399280017,0.10441030703739211,-0.1459558210636906,0.7665963682780017,0.2392006792283912,-0.13687928669697522,-0.7060785642347217,-0.4836508782355551,-1.2646960272697993,-0.8887943825549556,0.6789418182850826,0.5160837344420255,-2.1535347981055937,-1.81698571270854,-1.907011992795271,-1.2252680739682245,-1.8537418270189125,-0.8290125929488286,-1.4045544233725051,-1.772530045385961,-1.6823421277128168,-1.9518931810512608,-0.7841348813514857,-0.5631178720855036
2019-07-31,-1.4746859982534692,-0.6601033724127815,-0.5554144436401987,0.14865340461289162,-0.5576040447234848,-1.6920163075913295,0.29008685437951537,0.06814968924832504,-0.1638657581114302,0.7985817638427634,0.23318053947725834,-0.1647725474501688,-0.6883154104960237,-0.5125565849585119,-1.271600358276646,-0.9084607315194277,0.639170188963714,0.5055565543126873,-2.09876576939015,-1.9262971981753119,-1.977291692567083,-1.3293783966888968,-2.107651289635073,-0.9265150320317629,-1.4894176874492921,-1.8905006975280747,-1.675779565276793,-1.9817275630535922,-0.7778284817294866,-0.598785902219091
2019-08-01,-1.4922203108696752,-0.6872183046394765,-0.5856118368893437,0.1095016402911861,-0.5992146154559091,-1.717393838475261,0.21292247515962043,-0.002752442992424468,-0.17559828866887528,0.6859102632936301,0.09199898264685233,-0.20896335017385118,-0.8224307402229889,-0.6801990158529313,-1.3759434436960791,-1.0435680097173896,0.43105886707429886,0.40244465253092915,-2.158083949997219,-1.8779408267967914,-2.018222157208129,-1.381211106828477,-2.1543243095989904,-0.9614208682691117,-1.4859377162814127,-1.8860317790812193,-1.6367355115440207,-2.0258681708115667,-0.8071856043882134,-0.5098492127825626
2019-08-02,-1.5348287824197455,-0.7551995289182031,-0.5914469026735863,0.1047546882714763,-0.6324187089693761,-1.814081200709214,0.1835676433874414,-0.0030540134028892506,-0.2754544095268591,0.5989722071901004,0.13389360484608068,-0.2855165139303964,-0.8228739021448436,-0.6960347029481925,-1.429278396119897,-1.079787372270681,0.4135162557846328,0.4317639087962894,-2.216068723002172,-1.9092043274474721,-2.059326315845428,-1.4586676598437227,-2.1881145430087336,-0.9647584027983738,-1.4743636250726528,-1.836381142062649,-1.5896748326749526,-2.050326922488048,-0.8392975928089813,-0.41161140928544376
2019-08-05,-1.6521866225209563,-0.8927578693225999,-0.6908449581316146,-0.012336865762526772,-0.7848226967471825,-1.9102303815807369,0.12185545445163211,-0.06367744555177487,-0.35500754679046365,0.48099378387196434,0.02825634148827766,-0.42116791871697334,-0.9744037685291831,-0.8878174706316092,-1.539787821732125,-1.2077155927076888,0.22444439113428097,0.3304662381792333,-2.361858506607712,-2.038370610338015,-2.179164579722921,-1.5863128594433173,-2.3085934399891497,-1.1417146766671742,-1.547169085093983,-1.8943331109588786,-1.681835803895437,-2.05687698740477,-0.9751913548050324,-0.5822133134846843
2019-08-06,-1.605588966200703,-0.839660931595849,-0.6686165961280691,0.11017924053091081,-0.7169487807966185,-1.8419776887388237,0.1505608138086517,-0.044070110221282585,-0.37541630771258744,0.43607236754166845,0.005692603100272611,-0.4728137564225189,-0.9351811420781821,-0.8368146159571412,-1.4897556006681905,-1.135095070170862,0.30855329456253155,0.39235818308956005,-2.3110097770495757,-1.9695098901272137,-2.160671201328046,-1.6009617450360802,-2.2355783931066893,-1.1244051218727524,-1.5000208896655032,-1.8554410785614623,-1.6147059826300647,-2.082100411513806,-0.9765163190729278,-0.4266681236361104
2019-08-07,-1.5919309506495294,-0.8275498768510732,-0.7211882709038896,-0.13342059479534915,-0.7670443893952626,-1.8919774261102429,0.13117313373829304,-0.05263580939663707,-0.4172114034954566,0.3739593950842903,-0.017396740733829418,-0.5444494655421972,-1.0454137110199728,-0.9165880757808949,-1.5349509026536508,-1.1395780510022049,0.2212747554991944,0.30429781663726824,-2.283075356407356,-1.9533135899690304,-2.1426003248377654,-1.5578084705871866,-2.208457402563935,-1.1782758298902327,-1.5267411307678977,-1.891139310491684,-1.6216178609151812,-2.099199203950269,-1.0258008174346271,-0.4392278033738862
2019-08-08,-1.5075634255745616,-0.7341692562028418,-0.6171087516440513,-0.026608878387053184,-0.6309699523583274,-1.8035834531034656,0.20962936200779672,0.07170343866076423,-0.33745526729626035,0.4146496135422338,0.07032048360576142,-0.47620006854416164,-0.9611433193448077,-0.8427836056891468,-1.4863620631059253,-1.1187061019857374,0.3466164900571596,0.3917674978184983,-2.223921690787687,-1.8557321310246075,-2.092288130790252,-1.54678467309721,-1.85022308762646,-1.0651738692515962,-1.509634791464932,-1.7977608464755714,-1.5520672897273953,-2.0448772118828704,-0.9871300688597914,-0.37907276627538483
2019-08-09,-1.5554743833569562,-0.7769152516138931,-0.6791237279990392,-0.004695823294371067,-0.5920209341348756,-1.8270797054398882,0.14551502338228367,0.047649321304771196,-0.3854560556255953,0.3556005394247215,0.03977108108636538,-0.5315356717482455,-0.9666248746523717,-0.8502552482526071,-1.4708000494387814,-1.1203572133396063,0.2929358837070224,0.383901017195221,-2.246358089705753,-1.887347131035039,-2.1392174664019636,-1.491064327729759,-1.8313107515115552,-1.1295902207209156,-1.494933154772816,-1.7750499761713674,-1.5568914118949548,-2.0378042827907734,-1.0566898386451462,-0.2808003351631124
2019-08-12,-1.5959121328444215,-0.8233969860635626,-0.6620809656484644,-0.10179999448218117,-0.6599830476203223,-1.863164172678588,0.13099363029419256,0.021635251861178588,-0.42649248674043333,0.332715912929482,-0.00566689019487377,-0.6347852684061628,-1.0616921929275043,-0.954744874302397,-1.5487913644817806,-1.2104285754813018,0.1494080136398121,0.31474573892456637,-2.2532476106005084,-1.9393722224660308,-2.1713172469483286,-1.492111258460022,-1.9573767481050968,-1.1861474404733534,-1.5746884931416638,-1.7819828485159415,-1.5609986089756462,-2.095330793925089,-1.1877599764926097,-0.3428857551709957
