Date,Open,High,Low,Close,Volume
2010-03-01,21.505642649379794,21.714942391959262,21.326242258991293,21.69251823425293,43805400
2010-03-02,21.737362483177908,21.901812443046662,21.109460562592183,21.273910522460938,93123900
2010-03-03,21.31128648544057,21.386036985652623,21.191686255400164,21.273910522460938,48442100
2010-03-04,21.273904608417556,21.415930376763257,21.131880265818666,21.40097999572754,42890600
2010-03-05,21.423401481761964,21.438351859946593,21.24400122078605,21.371076583862305,56001800
2010-03-08,21.31875575152471,21.625231434022876,21.30380537048899,21.40097999572754,39414500
2010-03-09,21.348656788905906,21.7597837456658,21.341181597792424,21.528057098388672,50271600
2010-03-10,21.572904243501277,21.759779709433904,21.528053105139854,21.655128479003906,44891400
2010-03-11,21.595336501928127,21.819588000763435,21.565437157531736,21.81211280822754,35349700
2010-03-12,21.916751883681037,21.96160159111281,21.70745229850176,21.879377365112305,31700200
2010-03-15,21.812103414309753,21.954129159830522,21.68502804742203,21.894329071044922,37512000
2010-03-16,21.99151424826831,22.04383917288113,21.827064281521263,21.954139709472656,36723500
2010-03-17,22.051308645259088,22.327885008138427,21.97655816131222,22.148483276367188,50385700
2010-03-18,22.14848243340611,22.215757723823135,22.05130780599643,22.133533477783203,43845200
2010-03-19,22.245659072696608,22.3503088935485,21.939183375275885,22.11858367919922,81332100
2010-03-22,22.051313799119463,22.200814801954756,21.969088104985328,22.12606430053711,37718200
2010-03-23,22.11858473047553,22.3503099558385,21.984034139701244,22.335359573364258,42026600
2010-03-24,22.21575798461269,22.312934038909955,22.12605854683491,22.163433074951172,33987700
2010-03-25,22.297990271231736,22.851141720755994,22.27556469226215,22.432540893554688,73168700
2010-03-26,22.492335979506663,22.57456165825148,22.118584968116718,22.170909881591797,55595500
2010-03-29,22.208283118287447,22.290508792240722,22.088682915671892,22.11858367919922,33336000
2010-03-30,22.148480631129416,22.32040715139775,22.051306011627076,22.253131866455078,34954800
2010-03-31,22.15595356839031,22.21575365717591,21.80462822499323,21.894329071044922,63760000
2010-04-01,21.93918114104654,22.081206901844055,21.39350509396494,21.797155380249023,74768100
2010-04-05,21.774726146776175,21.998977535428033,21.699977109638716,21.879377365112305,34331200
2010-04-06,21.789685983969925,22.111112115887792,21.662610569624423,21.91676139831543,47366800
2010-04-07,21.79715082831022,22.096151241958875,21.78220045119118,21.939176559448242,58318800
2010-04-08,21.91676704544985,22.4101184457337,21.90181665738125,22.36526870727539,63713800
2010-04-09,22.387681575105514,22.731531750921107,22.35030562616034,22.67920684814453,54752500
2010-04-12,22.61193785427806,22.791338181866983,22.582037086806373,22.664262771606445,37068800
2010-04-13,22.53718689558894,22.79881290257113,22.522236512162063,22.761438369750977,41374600
2010-04-14,23.01559311972235,23.172567895299558,22.91841703658165,23.03801727294922,68941200
2010-04-15,23.03801199831236,23.135188059204246,22.955786319980295,23.075387954711914,52745400
