Date,Open,High,Low,Close,Volume
2010-03-01 00:00:00-05:00,19.786577228912034,20.035919841866253,19.738317714759475,19.89918327331543,19744300
2010-03-02 00:00:00-05:00,19.93940317445795,20.06809625019735,19.72223303384428,19.770492553710938,23535000
2010-03-03 00:00:00-05:00,19.71419738183613,19.85897753327997,19.625720281699763,19.706153869628906,20726400
2010-03-04 00:00:00-05:00,19.682020265848664,19.995711056473834,19.529198160155804,19.9152774810791,20925500
2010-03-05 00:00:00-05:00,19.995711815744823,20.108317905087585,19.979624793226456,20.06810188293457,19312900
2010-03-08 00:00:00-05:00,20.084188331125052,20.084188331125052,19.850932630033153,19.867019653320312,16843600
2010-03-09 00:00:00-05:00,19.786575347162184,20.18874150651856,19.754401318025444,20.01178741455078,21835800
2010-03-10 00:00:00-05:00,19.93940711153432,20.12440325266976,19.85093002919007,20.003753662109375,23095900
2010-03-11 00:00:00-05:00,19.94744736291457,20.309397637436838,19.94744736291457,20.22092056274414,24214600
2010-03-12 00:00:00-05:00,20.20483935596299,20.261142403002733,19.891148540231175,20.148534774780273,35344700
2010-03-15 00:00:00-04:00,20.043966413865597,20.41395863582991,20.01179237675086,20.333526611328125,22025300
2010-03-16 00:00:00-04:00,20.413964027299066,20.43809456150816,20.027884684811156,20.2772274017334,25478300
2010-03-17 00:00:00-04:00,20.2933094816105,20.67134675475814,20.220919430758507,20.48634910583496,30309400
2010-03-18 00:00:00-04:00,20.454178962382304,20.590915570420304,20.325485864716274,20.41396141052246,29185800
2010-03-19 00:00:00-04:00,20.550701482192558,20.69548162500389,20.068103051678783,20.26114273071289,45881000
2010-03-22 00:00:00-04:00,20.2611346565363,20.671344386316512,20.237004130969563,20.55873680114746,24945500
2010-03-23 00:00:00-04:00,20.647219657079717,20.91264937625883,20.54265708522126,20.904605865478516,25834200
2010-03-24 00:00:00-04:00,20.896555158640936,20.912642174661748,20.67134307091872,20.719602584838867,28837000
2010-03-25 00:00:00-04:00,20.872430351594378,21.11372950369384,20.68743269856602,20.944820404052734,54350900
2010-03-26 00:00:00-04:00,20.671346884738558,20.91264603300077,20.405917207993095,20.66330337524414,58562200
2010-03-29 00:00:00-04:00,20.631128536997462,20.79199565236071,20.43808891904707,20.566781997680664,28975300
2010-03-30 00:00:00-04:00,20.494391077086117,20.574824631345063,20.28526444966984,20.542652130126953,29819400
2010-03-31 00:00:00-04:00,20.373738609902947,20.743732293120136,20.349608086820666,20.679384231567383,27196400
2010-04-01 00:00:00-04:00,20.735697381837387,20.872434001039515,20.261140970144275,20.478309631347656,26562700
