Date,Open,High,Low,Close,Volume
2010-03-01 00:00:00-05:00,20.32565261400065,20.545211464323458,20.32565261400065,20.457387924194336,12373107
2010-03-02 00:00:00-05:00,20.627538811418187,20.6879171974119,20.48482506577084,20.52324867248535,12842402
2010-03-03 00:00:00-05:00,20.687920480095613,20.775743999909384,20.364071525079964,20.424449920654297,13186879
2010-03-04 00:00:00-05:00,20.468365585570037,20.517765501997022,20.243318596005093,20.386030197143555,12421839
2010-03-05 00:00:00-05:00,20.4299421286399,20.616567693935284,20.27076169303927,20.578144073486328,10342502
2010-03-08 00:00:00-05:00,20.578142035978022,20.60558716295534,20.369561704207968,20.501296997070312,12625570
2010-03-09 00:00:00-05:00,20.424450567737875,20.47385047630529,20.215870250167235,20.33113670349121,15401198
2010-03-10 00:00:00-05:00,20.281739941661822,20.35309683913998,20.034735971739437,20.128049850463867,20357505
2010-03-11 00:00:00-05:00,20.16132223333485,20.49410785086044,20.022659711566995,20.455284118652344,16049177
2010-03-12 00:00:00-05:00,20.549581240909557,20.632776570543648,20.372094914544125,20.610591888427734,17172738
2010-03-15 00:00:00-04:00,20.544022034439205,20.965552934882478,20.521837364604455,20.937820434570312,18251863
2010-03-16 00:00:00-04:00,20.948922218562462,21.076489109956665,20.743703408435312,21.043210983276367,19187937
2010-03-17 00:00:00-04:00,21.070941959733894,21.13195259332323,20.837990655222583,21.120859146118164,12983986
2010-03-18 00:00:00-04:00,21.115319665630295,21.331631970856698,21.009937429964,21.32608413696289,13097275
2010-03-19 00:00:00-04:00,21.10976791381836,21.54239018117549,20.993292261576244,21.10976791381836,32252934
2010-03-22 00:00:00-04:00,21.120867777242413,21.653326852368856,21.093137473936185,21.242891311645508,16215914
2010-03-23 00:00:00-04:00,21.392639132871885,21.492473518360644,21.215152824412797,21.35381317138672,12927185
2010-03-24 00:00:00-04:00,21.314989933340396,21.359361516124572,21.065401720369046,21.082040786743164,12930643
2010-03-25 00:00:00-04:00,21.259528985432187,21.26507460225752,20.94338004447295,20.9544734954834,13808029
2010-03-26 00:00:00-04:00,20.97665774824989,21.043214011187278,20.715973877906283,20.760345458984375,14149782
2010-03-29 00:00:00-04:00,20.84353967083106,21.082036603805307,20.84353967083106,21.015478134155273,11693898
2010-03-30 00:00:00-04:00,21.054311377950402,21.054311377950402,20.804720910779896,20.88791847229004,10397313
2010-03-31 00:00:00-04:00,20.793622609273385,20.849087637343676,20.55512564940243,20.715972900390625,13588787
2010-04-01 00:00:00-04:00,20.876816139019272,21.009930850388724,20.79916644506017,20.915639877319336,10621794
2010-04-05 00:00:00-04:00,21.04321045484652,21.059849517768836,20.704876929135107,20.738157272338867,10966796
2010-04-06 00:00:00-04:00,20.815804988864077,20.815804988864077,20.61613181809876,20.660503387451172,12864095
2010-04-07 00:00:00-04:00,20.732610811914455,20.749249875937974,20.277801598287596,20.405370712280273,19274921
2010-04-08 00:00:00-04:00,20.433104179406477,20.532940785571228,20.31108289262699,20.399826049804688,12922154
2010-04-09 00:00:00-04:00,20.410912598605737,20.660500703601897,20.399819153368966,20.50520133972168,10552941
2010-04-12 00:00:00-04:00,20.499670645147322,20.571772548264455,20.41092745338443,20.438657760620117,11175662
2010-04-13 00:00:00-04:00,20.349903751476027,20.483018468360687,20.28889311674044,20.355451583862305,12493942
2010-04-14 00:00:00-04:00,20.377643149558498,20.377643149558498,19.9727532470129,20.083681106567383,20934534
2010-04-15 00:00:00-04:00,20.08921836334555,20.244517728424732,19.94501022623013,19.989381790161133,21771152
2010-04-16 00:00:00-04:00,19.961657768477863,20.061494384089038,19.617778556216706,19.806358337402344,21576538
2010-04-19 00:00:00-04:00,19.789718058516453,19.956110929433834,19.57340577417224,19.911739349365234,13147998
2010-04-20 00:00:00-04:00,19.994934725832078,20.18906011194467,19.895100333449236,20.0004825592041,10639506
2010-04-21 00:00:00-04:00,20.01712581985145,20.067043026504674,19.246169729834318,19.268354415893555,38975015
2010-04-22 00:00:00-04:00,19.174056644730207,19.21842821343907,18.724795343062574,18.7303409576416,40059695
2010-04-23 00:00:00-04:00,18.769173099585544,19.83408888232036,18.602780216410693,19.667695999145508,43319185
2010-04-26 00:00:00-04:00,19.734252096564497,19.945016537590966,19.357092575124053,19.41255760192871,27871979
2010-04-27 00:00:00-04:00,19.329372066408318,19.6787970340166,19.08532715531257,19.12415313720703,20457694
2010-04-28 00:00:00-04:00,19.13522819445362,19.301623218425163,18.968835387840674,19.168508529663086,17689716
2010-04-29 00:00:00-04:00,19.401466451088798,19.750891243219787,19.401466451088798,19.551218032836914,19118454
2010-04-30 00:00:00-04:00,19.595586982932257,19.856270801148483,19.429194141501867,19.434741973876953,16476342
2010-05-03 00:00:00-04:00,19.573404621188896,19.651054327395077,19.434744273152198,19.56231117248535,13021190
2010-05-04 00:00:00-04:00,19.745344865621792,20.166873733162706,19.745344865621792,19.861818313598633,33995967
2010-05-05 00:00:00-04:00,19.64551261753255,19.839638030322575,19.357096198054954,19.73980140686035,22489661
2010-05-06 00:00:00-04:00,19.639961103064024,19.734249864077807,17.027585022672618,19.007665634155273,32246750
2010-05-07 00:00:00-04:00,18.80799679683942,18.979937513302918,18.2755389069531,18.57504653930664,27703775
2010-05-10 00:00:00-04:00,18.81354436256441,19.334909903559556,18.796905296266218,18.9965763092041,24561976
2010-05-11 00:00:00-04:00,18.497400310493155,18.918930430499298,18.31991394417478,18.586143493652344,25819786
2010-05-12 00:00:00-04:00,18.841273495758166,18.88009723769633,18.541764812770754,18.658239364624023,20002442
2010-05-13 00:00:00-04:00,18.68042324439983,18.719246980069368,18.36427554914828,18.475204467773438,15354353
2010-05-14 00:00:00-04:00,18.497392305269504,18.497392305269504,18.125780663784933,18.236709594726562,22117621
2010-05-17 00:00:00-04:00,18.258902361564886,18.3365520885709,17.84846460582463,18.181251525878906,16146222
2010-05-18 00:00:00-04:00,18.28663706562312,18.303276136442662,17.91502412901273,17.94275665283203,19165195
2010-05-19 00:00:00-04:00,17.859558026743194,18.247808878464586,17.78745391701895,18.09250831604004,22192134
2010-05-20 00:00:00-04:00,17.87619500505249,18.053681341353343,17.609965500601213,17.64879035949707,25881198
2010-05-21 00:00:00-04:00,17.3048983483674,17.831810242685446,17.216155245801033,17.77079963684082,26721694
2010-05-24 00:00:00-04:00,17.67652145617892,17.920565148980554,17.53231437386328,17.670974731445312,13930016
2010-05-25 00:00:00-04:00,17.36037977939313,17.793003395999488,17.24945189774857,17.781909942626953,21679766
2010-05-26 00:00:00-04:00,17.737535880783415,18.220077753127256,17.65988615269037,17.98158073425293,27518803
2010-05-27 00:00:00-04:00,18.258894432506793,18.67487873344039,18.18124363054124,18.647146224975586,32049098
2010-05-28 00:00:00-04:00,18.658243510975556,18.92447301782551,18.580593792484237,18.685976028442383,26192454
2010-06-01 00:00:00-04:00,18.54176699081144,18.869006006183298,18.475209621071468,18.597230911254883,21756061
2010-06-02 00:00:00-04:00,18.652704283799302,19.06868775357507,18.597239229866418,19.057594299316406,16971522
2010-06-03 00:00:00-04:00,19.096410386009037,19.168514475289996,18.852365605568924,19.018760681152344,13739385
2010-06-04 00:00:00-04:00,18.774714682266364,18.81354064085462,18.297720818212238,18.39755630493164,19078316
2010-06-07 00:00:00-04:00,18.408647116598342,18.591680109499702,18.35872882604717,18.475204467773438,14809288
2010-06-08 00:00:00-04:00,18.53067206154181,18.78580917950807,18.358732480615636,18.752531051635742,16223983
2010-06-09 00:00:00-04:00,18.780256838406007,18.930012812600964,18.575039178870185,18.69706153869629,13463761
